@relation 'SEA_abrupt drift 4*2500 drifted att:8,9,7,9.5 generators.SEAGenerator -i 0'

@attribute attrib1 numeric
@attribute attrib2 numeric
@attribute attrib3 numeric
@attribute class {groupA,groupB}

@data
8.544932182594117,8.20111624656587,0.4970748393769653,groupB
6.570274955037395,3.472033951963438,1.459576001939411,groupB
8.76342513842178,2.9265670071838867,9.831647875314927,groupB
7.57087450789518,7.670577520704458,8.568685525115766,groupB
2.721656884798694,2.5217005454740304,0.014342419983542909,groupA
7.741242087077428,7.9937845645163765,6.482416806702579,groupB
9.62809056337219,2.097966018183204,9.21306567866781,groupB
6.5946869510904715,0.3033930671657459,7.287926750690534,groupA
0.10530787441852651,1.4522963334669747,8.52202748946391,groupA
2.2345425514304162,1.9400599810405839,5.751503528816139,groupA
3.162697220075361,5.379875038700309,5.173990573304243,groupA
4.645513201997192,4.132086656303593,6.228708061235847,groupB
3.760519142002602,9.129580447063683,5.687434752071669,groupA
1.0430401045889104,5.867243036222788,3.499016674939294,groupA
6.680125719900394,0.15683271819675437,1.6487104622732096,groupA
4.565318067120976,9.194833247298625,6.70674493521544,groupB
0.7239106207589352,1.2482843259299359,5.300437035903828,groupA
4.973847868601698,1.6926377010672267,8.164917913468718,groupA
3.6051169596493193,0.4097495935193285,7.726812572267141,groupA
7.582819092698343,1.489238647645047,6.352775494599465,groupB
6.121608656061514,2.412732339245165,3.941651625104816,groupA
3.135093046900126,5.720945318982425,7.037147050724958,groupB
5.920872415996889,0.9113051506121439,8.795457512509868,groupB
6.476488788601133,7.391239956346371,2.5351280857313174,groupA
9.370934236549127,3.731343168193489,0.5812981897872005,groupB
1.5924703199383838,3.8500193730588794,5.8575358557150405,groupA
9.422272471528414,9.493603566539038,6.190922143657234,groupB
6.123417322038664,3.5822096695720607,4.827764942120309,groupB
9.39753944487669,7.524551246792511,1.879643079652864,groupB
1.6450955032552383,6.89522537739181,6.699262206586751,groupB
7.832456401039893,3.613654518219458,1.4887480115093898,groupB
9.982533132034382,9.225486020937279,6.890344977647138,groupB
4.0280785239476575,5.763041480350281,2.214736562028418,groupB
1.0778275568730522,7.889466558510355,8.17808316420915,groupB
7.696177324618157,5.45863667924822,5.256027052459129,groupB
4.435805270435386,1.8542062646041324,8.658348483622094,groupA
8.553123815151743,8.149804207835803,2.923390191807603,groupB
8.215312919094412,0.6657686770582616,5.874478293950727,groupB
7.278381148664055,4.416075464248931,4.232151476644196,groupB
6.859305164721042,0.5180814398523548,8.297103807620829,groupA
7.561526280128627,4.537930613384606,9.729296175014841,groupB
3.461601618030162,7.169466292101189,4.328513991159289,groupB
6.120272050506666,0.17501505998699707,6.052407132546068,groupA
8.569322567495735,3.1427006847190553,0.2368409264626392,groupA
3.785516886482517,1.9116926821004465,9.763867307773165,groupA
0.057096493110353475,3.6544340925453644,7.203817248434147,groupA
3.9318257056173946,0.9077825672598872,4.682474919641571,groupA
0.3578382971062244,1.7049275294525856,7.77863644456481,groupA
5.219078550128161,5.570418035257832,2.4705495316934223,groupB
9.289431874094886,6.28817867453688,9.250305616758842,groupB
6.96723140633905,1.886513941892528,0.43537458228423476,groupB
7.885975015077916,1.1145150451471353,2.4640028840311965,groupB
3.1277465074103494,6.905864522774174,0.625532792620711,groupB
2.5929426420429467,9.538388040978456,3.0448877189680577,groupB
0.6196762774663822,2.0865324423060705,5.88352302896043,groupA
2.6518185820473916,0.976563371946344,5.573366209249788,groupB
5.797036133819702,0.5608746102312301,5.904235472646633,groupA
6.56776818301947,5.071950928308448,8.64150951605831,groupB
9.709658872849795,2.4859300964492226,8.089033289992173,groupB
4.217143866729848,4.521933968996489,1.9189791806430667,groupB
6.603920000687617,3.450422213607883,6.16467894027065,groupB
7.6181588432829805,0.5184235159210726,4.171782654214567,groupA
3.6957597682368934,6.147082523584194,0.6305279105877748,groupA
2.7118159700669042,4.73206538592113,1.4028767942629994,groupA
6.969689113428985,8.609911840660775,0.7906532060159888,groupB
1.7928030572394216,1.3041914824768719,7.028810918837022,groupB
6.021389432018593,9.114848447780448,8.02374131552768,groupB
0.8994177371087209,3.3183662206005407,7.716006061598008,groupB
0.28541010570222847,1.947620314459113,4.017939581771333,groupA
6.61928729932017,1.540549538465813,5.932299032461826,groupB
3.0821288664449265,3.6351048557460173,4.7789111989238195,groupB
0.06617676131999595,5.980841168615556,5.875106529235119,groupB
8.40903816738993,8.400153193447519,0.7280546011703393,groupB
4.84023008171036,2.5568444365918164,4.273932616147923,groupA
4.2562672445220855,3.2270987789507064,0.8170654010284295,groupA
8.189484540107038,4.970887210101068,5.062475527112107,groupB
7.825841551808029,1.747083155673782,2.402013339256648,groupB
2.529007082787511,7.735628630291851,0.5084166571768955,groupB
5.330150036644856,8.368598144873621,0.9301742032655402,groupB
5.972928047352706,3.0931322302684237,1.2023947241849142,groupB
4.144637324004731,5.302711066946552,4.041290631530695,groupB
4.10590507362226,6.67616393841718,5.786292768923602,groupB
1.0578958709458364,3.7025165947276264,4.910914369336758,groupA
1.8412261530304541,8.043342065084895,4.847397597186505,groupB
5.968712592096379,7.082014503308757,3.237934053351559,groupB
5.277317743935988,8.950051032827059,6.787298038743932,groupB
0.9535260613417151,3.0698491960771737,5.734361051739141,groupA
0.5290010143265245,1.5051257770266668,5.947208713809713,groupA
8.123214753084616,5.890977901217176,6.157986950360041,groupB
8.336311922240876,0.6014366474707644,0.04390836870532433,groupB
5.498012107477251,8.732381447928617,9.427922372780387,groupB
7.848861674720185,8.297497807203948,3.84125204728703,groupB
9.12500268571005,4.519012842120411,9.032980244117484,groupA
7.0163861045204,4.586132957153434,5.6489005744248715,groupB
7.373282772931441,0.879514303003861,3.042674836980682,groupB
2.1825320672714907,9.627146478232643,0.9790863949559092,groupA
4.124992023186964,3.0572240432947826,8.468033084444023,groupA
5.074067866337495,8.259756278873953,3.792110887028154,groupB
6.0727593745498005,4.020170657540415,7.308047466651834,groupB
8.518187082057832,4.171076803374781,4.2776808608124455,groupB
6.409132973725942,1.9187444721225844,6.200582070409889,groupB
1.8515132723001027,7.254133012536011,8.212621201915745,groupB
1.0901367090197966,7.840406509026554,1.3254682690349584,groupB
4.990954792561759,7.283482147545511,2.2345260872921147,groupB
3.0783898207637126,7.827890389562246,9.203196456517027,groupB
2.5675260207621866,0.2819057557553428,0.4947200021582132,groupA
3.005295788551998,2.3510381343903086,6.091741297792127,groupA
3.123661877995745,3.5403215836603605,6.714415395705215,groupA
2.500163080138659,1.6488701320015509,0.6333499772010864,groupA
2.3032588352848684,4.958478991102336,7.759219456801257,groupA
7.1625503260949195,5.042090251847931,7.139971744324617,groupB
8.782048375920041,0.5299729547601706,0.21726818930558944,groupB
7.387072133926548,9.06135221086715,1.102171992567268,groupB
2.3548635382396954,1.2238565979940086,1.2549012354310052,groupA
7.60979448371232,1.780685824616739,9.388932564197148,groupB
0.44229994535365247,2.1610738624424286,6.135295908156852,groupA
1.3611202741098039,0.7222577258599794,9.166616449187812,groupA
0.5558368799516422,8.699007094865918,2.655598586604456,groupB
0.719176798299368,2.4083968584082847,6.988764684262378,groupB
8.127059235849936,0.6505724481714414,6.459606181410026,groupB
3.1430473080803867,9.487320714455945,9.5424127216382,groupB
3.531873691782077,3.8553476680984478,9.503006711825018,groupB
6.966047382918607,6.579067543752065,9.973465515711888,groupB
0.42601752196271936,6.106179986580361,8.257187767230555,groupB
9.202876030255624,7.652658541784469,3.0796465515073015,groupB
6.814477648213123,5.463710805894255,7.658842818175708,groupB
4.072279875606355,9.088499811658457,7.654130201337593,groupB
7.724470811129796,7.526668517751887,3.386073658964711,groupB
7.046809905122979,6.009942747228103,3.4235821766373045,groupB
6.949003575765501,4.891459857774772,1.2662837070740918,groupB
5.8355186726490516,6.636625180824654,5.530514581278737,groupA
8.182306094667107,5.878356146538945,0.945054656410822,groupB
0.11999874841102431,0.12666161438430468,6.978937214859662,groupA
9.799524535562078,5.622708511431936,4.462246760571265,groupB
4.024112154107025,8.078189070945768,0.025081115057901116,groupB
4.419943327450191,8.403026910757506,6.179056759608247,groupB
5.490272985336153,3.847044527312089,9.37850527617947,groupB
8.257011099883005,2.295052727696809,1.7904045463457574,groupB
8.618834113204857,7.300529542392205,0.3598965639260765,groupB
5.278787070703574,8.676485153950233,4.515397900315488,groupB
4.5545265485535245,9.084882966696547,8.292792642021968,groupB
5.547616188126925,8.7038343246007,9.269896873735503,groupB
7.171119257166395,5.051516660954334,3.5529806899119585,groupB
9.652403612204267,2.3418019876571208,3.3415814558062227,groupB
8.580505685456949,7.915860435935293,7.865991435453385,groupB
2.8319440159663136,0.9673888563472977,6.675357900950086,groupA
2.2113374580766774,2.5556553607200394,0.8010871269478392,groupA
1.1704197340778666,7.529635903908599,4.5227330426496515,groupB
7.159623024582196,3.4869871112065787,9.17863094442033,groupB
0.2703817188896229,2.438463153082772,5.5476901434067525,groupA
6.411234811006786,3.4239856852324326,7.778324617130962,groupB
0.6182155543599721,8.361134474360485,6.685733294725984,groupB
1.8920565327726724,0.9009776588293772,7.365933891113963,groupA
3.1589652537081028,1.2712163795794496,1.5183163834185387,groupA
5.857481062410259,0.09979230876253742,8.79614145132132,groupA
1.2688319124448555,1.6869280949218257,1.3757168543651788,groupA
6.738588509402227,5.904278736298433,3.9042359223800727,groupB
1.0386517448973176,6.811886445975758,3.8975112604693862,groupA
9.447414154680907,9.396981771996654,3.865391876698646,groupB
3.884814751044904,1.3974355004909444,1.4458628688921138,groupA
3.432910899595293,5.653114220166515,0.2505958578478129,groupA
0.24088624243451262,3.395041799236611,8.323670041499073,groupA
6.536458982310734,7.18485755434668,6.8446056702248725,groupB
7.831445275337982,1.762694366763028,2.8190008980957426,groupB
6.72572197599557,2.140241612121004,0.7114422188054748,groupB
4.515272160965946,7.635752934299301,8.237606310105557,groupB
9.855952211643462,2.1491569557928205,2.763108811605787,groupB
1.5621460949467558,4.8105358915745375,3.1239425007960566,groupA
2.6938910833364638,9.967745560340543,0.9470124782841416,groupB
5.0210905287330565,0.06927171827974754,9.645500626988358,groupA
8.030637653151437,1.1056386426324583,8.629902074803171,groupA
5.443773065289779,5.68521869340712,7.94383168115348,groupB
0.1540389918998719,8.323547614273362,7.805500461899337,groupA
8.852180598513401,2.8807954647127545,8.146032339995939,groupB
3.251017089211193,5.443989616156974,7.479617476892271,groupB
7.4546930862944745,1.1684527999756578,9.520135093143162,groupB
2.7235798111922427,4.3804782378395055,3.7339564074592992,groupA
3.6718608350353232,0.5843577122774357,2.570343076971607,groupA
8.634970575494668,7.914865323081488,2.809557168529395,groupA
4.401470474904792,7.483654975895938,4.954882080799926,groupB
8.220868529280965,6.349689331156116,8.435638290208825,groupB
7.197484656118652,9.666269532998532,1.3353776825434083,groupB
5.227224389568336,7.713765102027619,5.014674484883928,groupA
8.868845017012607,4.503611090663449,4.1848432949380125,groupB
4.930608971321766,8.391464065987872,3.932923112218604,groupB
1.897952119281151,0.4380335360678955,4.2281627818580425,groupB
6.459728537964347,7.32817058265288,2.8620342639433707,groupA
2.7694174213357394,0.3715661333565534,9.422737928541071,groupA
6.415868011953289,3.1665428402557705,0.04209901766304425,groupB
3.0258608667635176,0.39822464825496895,7.77578583340926,groupA
4.09996450058228,8.158733080989242,8.738149973756746,groupB
8.939795885310227,7.124926578271112,1.2492089257990269,groupB
9.76242249872523,7.49404121246939,2.356115790797817,groupB
8.14158059450484,3.253183521535654,8.537054131354513,groupB
2.460521909354245,0.8547695119255638,3.470821928458915,groupA
1.303323247894863,8.446841191129078,5.19092984693156,groupB
6.7170119032892925,1.2057973124718235,7.142202147349613,groupA
7.710669813150287,3.081944661743269,7.969638486631912,groupB
9.98859044264609,6.566213323556644,4.434537101300354,groupB
4.4691264769974035,2.4002457690252257,1.249237033382875,groupB
4.544388739259421,2.533169168392483,8.665419575057834,groupA
3.748822708480033,4.859836672639281,0.34224154952472885,groupB
9.698723175376836,3.949449135494294,3.701821857773967,groupB
4.7650399529170535,7.626585252108743,6.4833440219396445,groupB
8.58861933856828,6.256335215985632,7.012741199514169,groupB
9.398762820547153,3.304584313566594,2.3050808137876366,groupB
2.5004589996437243,4.407942011674893,2.852520907528764,groupA
5.328674488124927,1.6912058361405669,3.1544181339729125,groupA
2.5854014912342906,4.2571276480046745,4.774872272156858,groupA
9.76875456266888,3.6242327723148895,8.002549184149883,groupB
2.892044639974669,1.4287274526508986,9.192967533625819,groupA
8.445976515163215,6.171902922487446,7.072305309341315,groupB
5.431512984677603,5.257283474957798,1.298291880905027,groupB
9.329029560539263,3.7922408912855596,6.2769063372141245,groupB
2.1742158057284424,4.314958462063409,8.40529939621495,groupA
3.488243434849787,8.827664316938266,9.344932495420867,groupB
5.165875049183466,9.451334282795663,4.595156436219041,groupB
5.10548181135555,6.234860892138775,8.80757307967113,groupB
5.059167046391442,8.528807149159073,9.725399185058906,groupB
9.933710130105558,8.331316749637903,0.6195721125569797,groupB
6.738902447919868,9.857601663059407,5.434778483540251,groupB
7.253320527168641,1.7913995726623133,7.6621390726366485,groupB
5.928594949511611,4.2578552441466755,7.661485994473264,groupB
2.664166669864824,9.151418277743167,7.7522162837417765,groupB
0.22130724671811763,0.7560207530788488,1.2721483282748058,groupB
9.229544167454183,4.219822569313365,3.3763801211791145,groupB
7.993951289349387,7.805213540453772,4.88340904907335,groupA
3.315092480510702,1.2429039989048396,5.491946869313418,groupA
9.502616430307055,2.145705080692446,1.2249045865988195,groupB
1.5734501553964142,4.807893492124283,6.473982783622091,groupB
4.038406173647607,1.6762254819397526,2.4480675524574256,groupB
3.4626826517542444,2.2390200820931208,8.785874106548535,groupB
8.419343495905224,0.16991261783383838,7.612581205799174,groupB
4.579003707232186,3.471826951061636,5.393623605504631,groupB
0.42390856257453313,4.583772357239704,9.035760124998163,groupA
6.104850686842935,5.284049516801397,7.480142551908136,groupB
5.392810192595828,6.696773544476238,6.036822020486525,groupB
2.200568437415469,1.4572240821907012,6.691638980185943,groupA
5.622265273350033,1.4046599249735592,0.7560303938856827,groupA
3.7065410170910065,7.931067593312626,4.015632520907259,groupB
8.900548885285586,6.3299309154475,9.618391029818751,groupB
9.141854729056936,6.996576102307221,1.68155440323149,groupB
2.014249000145032,0.869849198088507,7.583876901601849,groupA
8.221891960822498,1.544051356596432,4.914018097642211,groupB
2.9002992333742217,8.017024118523752,4.919681739585446,groupB
4.973265161827039,6.3382912638126685,0.3748121034536267,groupB
1.2770160814421716,9.533658850038085,4.19590607302947,groupB
9.385206645911753,4.250425529004902,8.86021924713568,groupB
3.2128527879904913,7.932340073187431,6.967328777095922,groupB
8.510222597071582,9.977253028172937,4.6864767050766964,groupB
2.8729581383865597,9.507538105182435,9.322791962572444,groupB
7.3062134830644885,7.018633382942742,2.6692312754933734,groupB
5.9841824631010345,4.583378950187119,9.439468924764526,groupB
5.73835118883686,5.938282719038879,9.820562698688555,groupB
5.3316853373407405,3.32234133807362,3.4946336504138173,groupB
8.358482992120315,3.184419676337761,2.755769337153505,groupB
6.9169015437976435,0.12364449492542451,7.880943756226006,groupA
8.93314606414334,6.062278755035756,4.975781378142012,groupB
6.8940059215424485,6.952749682661672,4.8486262729971354,groupB
5.577535025239987,8.486760524567856,4.4998218764440345,groupB
2.8084329942516364,9.983588366460275,9.235794352126685,groupB
9.903334603577983,6.6096798886561405,1.9064861792623744,groupB
6.219197620339453,4.945851892556142,3.456770523534385,groupB
6.5703309579520734,6.136113229304565,7.434553510417548,groupB
3.974319497819242,7.339938144910319,9.112052195472938,groupB
8.568562466540596,4.535456850538488,5.296762809072395,groupB
3.1449204079894866,4.283920349949972,8.221771246908066,groupB
0.2824627608566299,9.828966001098378,7.008187180622214,groupB
9.879651834626262,8.156021230734664,9.185080068545266,groupB
9.412195530937609,5.63103448582909,0.6880293866368381,groupB
1.6769738180560267,4.21387472365725,5.932229853011516,groupA
5.094109565414192,5.117361428300526,7.0405315020570525,groupB
9.353142219244225,4.911290273588498,4.762323225250214,groupA
3.2464523697091705,9.71707508715898,0.14100734576317997,groupB
2.5616072762085738,2.021323886415227,8.557828436916779,groupA
2.560203856081186,4.782739654019408,3.378365968159287,groupA
8.31419672723158,3.409964847650989,6.627842538520149,groupB
3.6761307054273242,2.2713806224136803,9.679081839991987,groupA
5.887922437307525,2.437687942763107,3.639356311976081,groupB
5.832422134576442,8.461414930869893,2.841433108893925,groupB
0.294452407499608,2.7731539723136986,0.3066320236870801,groupA
5.603916937679113,6.571493804396261,5.588218612812872,groupA
7.457434196521008,4.960735836439447,9.868758898294526,groupA
8.277553447734219,7.804347014040882,0.7504960245694547,groupB
0.06640797439607327,6.776426712592488,9.377539031633916,groupA
4.008530484034496,7.623842368070766,4.043808691967764,groupB
8.261225732331269,6.3517002978107975,9.18630261240281,groupB
4.134198737330362,0.9754201626169356,0.2677767197613523,groupA
6.381517032213049,7.839661833327666,0.5543419652879356,groupB
2.439296837106575,0.06119356937584919,3.470921240747039,groupA
8.785238493730091,8.549466449323873,1.3145785469784044,groupB
9.042072075955254,9.817782273272304,1.8037725170214225,groupB
2.740678561736072,8.296062730008698,6.175712940177208,groupB
2.5685145655510877,9.75720778413728,5.164019321412345,groupA
8.327715269637851,7.411432941981676,2.315298432566748,groupA
7.96860649564226,8.033244500893788,6.9174363639006575,groupB
2.9374850047768364,6.9940746975310795,2.3186963292471896,groupB
4.556270091731926,0.289216886501924,1.6065643854895917,groupA
0.7100595124380971,8.342541904694492,6.0513318467402035,groupB
2.19808847208651,3.180381803796608,8.74217785353671,groupA
2.088620453383929,0.09500320873959689,6.892937541295049,groupA
6.7099438179263915,4.454936305938083,5.7201957565613135,groupB
8.187516421265114,7.893418993093296,4.2635515159558315,groupB
5.609823288017326,1.1266324017371276,7.0100686226034306,groupA
1.3499748324329686,0.23953297600243006,4.294013117559047,groupA
6.230188272138629,0.911387926195466,7.986124458212494,groupA
3.8570350682668364,8.774080197480238,5.073961722416065,groupB
5.143348697071407,1.1809557088413658,6.441712700640066,groupA
1.4586036907276945,7.530985140970551,0.09732334489756522,groupB
7.962893949807129,1.469274355989818,2.5356281528828264,groupB
3.0980384953651785,1.0135174053542562,1.191162352841827,groupA
7.038674571747899,8.847773853495863,0.5589192143823141,groupB
3.680644422307683,3.32865334614402,8.056394532497679,groupA
7.727744216567194,4.676644984881383,1.3883851207396125,groupB
7.593047288506566,6.863674544901167,2.853090310343843,groupB
1.7748483318133113,1.8101247641208207,1.0198088844478737,groupA
7.3184557691336956,5.311342481596212,0.6221183193241187,groupB
1.6421614836660048,1.81385697101212,6.9819400184479505,groupA
2.1282736781004665,7.758643497539658,8.870565564025766,groupB
8.456574108171084,2.168948961462865,4.248227652394251,groupB
7.3651035957436175,1.1534043817753448,5.207175684560088,groupB
4.047391057688574,7.268280997874203,3.9066470597432543,groupB
7.8823333220062155,0.5498623391344948,4.152609331145638,groupB
7.2805860780884,3.403871554484984,0.5270594095040071,groupB
9.513124615204292,2.291044041723984,9.46119966687149,groupB
8.282446922699625,3.1513719118907324,8.730608305136702,groupA
4.330760661073414,8.29294316797694,8.263662535343512,groupB
4.434172395116325,6.2149880295039415,5.662655264021167,groupB
8.943291127610003,7.327084666594027,6.46935721550223,groupB
6.2217600223219325,8.870829889478099,2.3297050862027002,groupB
0.6254318085914468,0.10252016231754646,6.190375090640846,groupA
1.8396723363459289,1.0601510295850047,5.838351050255967,groupA
4.147626509842125,2.6531096874667193,2.7060179138193763,groupA
1.7424387551366638,7.803570906800128,8.05891193975537,groupB
1.5954556940272069,0.6529457632274749,6.231944642508742,groupA
8.281564163067612,2.491862806758758,3.110860516146082,groupB
3.582709526363038,1.728117354276223,9.025775249218729,groupA
8.134650444872005,2.0768006465632216,5.211500681041748,groupB
0.9474615086592109,4.51329757326265,7.267188583203975,groupA
4.076438181859723,7.464728183594759,2.134942226789308,groupB
5.9016133471921055,2.355379942071533,5.30981901729953,groupB
0.9001020275049587,1.3191147073704723,4.780075663126486,groupA
7.250152565713471,3.987253642493301,7.431545122386943,groupA
8.228862221155639,5.739808762528922,9.818553440106076,groupB
9.666670711796021,6.300767466207979,8.553784161845412,groupB
1.8540002705860281,4.874406509971339,0.793941790675301,groupB
6.6458804302377885,2.8979611708996345,2.1396367499168156,groupA
1.3348894569402858,9.93624026776592,4.620978715179432,groupB
5.185410478098244,8.096749904878143,9.224743785711171,groupB
2.3790500862510857,8.880438688400737,8.166196743060823,groupB
9.559972086165605,7.8248348912485435,2.4393050572065844,groupB
4.94539538785244,8.221948584772225,3.737060265175558,groupB
4.916975537322433,0.1207745618111078,2.264740888871699,groupA
7.9685641366499365,8.52189220256907,7.714956264643038,groupB
8.939509089363701,3.7667908719778365,5.750258302978236,groupB
5.998054570612979,7.11180997312213,6.307393488458956,groupB
3.8383922906726298,1.612619482675809,3.9046550169581975,groupA
0.7009598048282606,2.114033180907633,1.9688764548746407,groupA
1.5538439364876144,2.7720065055045264,3.337573584850287,groupA
4.802744534047536,1.3394720284073147,2.6216359439648262,groupB
2.4052132019861814,7.634291807056693,8.797593248968168,groupB
4.339862286259468,2.11601632872409,5.6389273618802696,groupA
5.7797410617373055,2.528932591406925,0.45388903599063,groupA
5.172475895756802,3.7433631818246105,0.8230916565040269,groupB
1.0490771828936063,4.853457681686264,0.30132487474159975,groupA
9.651564875853616,0.08923090695858948,1.816302934963705,groupB
3.0687856072655095,1.6417076818293508,1.354604596808826,groupA
3.101280833099589,9.982000989890786,8.379461633183451,groupB
1.3791349251204066,9.066402505677587,0.04439368102339025,groupB
7.042287290791624,8.601698391382131,6.589231202067013,groupB
2.291510709509258,9.793880632967282,7.591931385486933,groupB
5.0913020198540515,0.561132563852168,9.277772750777334,groupA
8.842340408119766,1.5320119953058187,7.303866903711037,groupB
4.477844499426235,5.448804985496201,8.876860817956578,groupB
7.553178538479238,3.3096828500221775,1.7140549810899586,groupB
2.231826521444953,8.976848390594279,4.9704694918376955,groupB
9.09031699868106,9.27088752496818,8.901572984695607,groupB
1.0630860505633,0.8467899817470703,9.842684471054465,groupA
9.405721482129852,9.91802522789612,2.166687897918864,groupB
1.5601348499228207,8.084657831737836,7.202697486374871,groupB
3.8326581026890127,7.643840224878416,2.081071777596568,groupB
8.801596965706759,9.710372069655248,3.728172240853127,groupB
5.008131428851287,4.570702701703604,8.591227396922894,groupB
1.4335075623708593,3.39345870588329,0.3648419686063076,groupA
5.756600562250341,0.7557958483189664,5.544325662362322,groupA
5.570258255340543,1.2203913118814014,3.763276020469669,groupA
5.426482634343332,0.8164678689956895,9.455780008878767,groupA
3.6779970268661186,8.622920836878574,5.535156582580807,groupB
8.983312509669592,7.872480377505883,2.983566425625228,groupB
2.8396730542454995,0.810811408420038,7.856800805112596,groupB
3.4714082791689735,7.933974031000072,8.005342423172518,groupB
7.435825667880254,5.289392905180204,5.2192311104054925,groupA
5.427555917726318,8.269772807444246,3.1124724271601414,groupB
9.23024878326287,3.8650756428763566,6.907645765948599,groupB
6.14564297449189,2.320074759054691,4.682074195070868,groupB
