@relation 'SEA step 2500 NR 0.1'

@attribute valueX numeric
@attribute valueY numeric
@attribute valueZ numeric
@attribute label {0,1}

@data
1.633881,8.094643,1.8351,1
5.06243,5.243717,0.700323,1
4.848725,8.535956,6.703062,1
8.821059,5.375764,4.7929,1
8.88791,5.644717,8.52024,1
7.597701,8.291005,4.432597,1
4.702079,8.341383,4.810568,1
7.177976,2.829396,3.892718,1
9.819881,8.55852,7.188219,1
9.472973,2.358929,6.447291,1
6.597757,6.308082,1.22318,1
7.6546,8.449419,0.935819,1
7.761359,4.36145,5.112676,1
9.109429,3.096493,7.223007,1
7.216261,6.166253,3.484484,1
7.610494,4.951809,0.747344,1
8.377337,3.22067,8.571954,1
4.818624,0.997503,6.171459,1
2.532502,2.311105,2.646833,0
4.800232,8.872829,8.900977,0
6.252417,7.524528,5.129078,1
6.659199,2.28674,5.04763,1
0.911618,7.835333,5.580716,1
2.925936,4.288193,6.138231,0
9.004005,4.461801,0.715136,1
7.020896,2.591687,1.076115,1
4.972139,9.276991,5.652654,1
0.181347,9.752738,9.591385,1
7.477368,4.225355,3.496875,1
5.7328,9.513817,7.923928,1
4.063012,2.083228,9.062336,0
1.659703,6.370066,6.373256,1
5.360356,0.349926,6.715653,0
1.202085,3.586436,2.436993,0
8.593264,8.873047,8.397041,1
7.718692,0.591832,1.121768,1
1.449732,5.955399,1.140501,0
8.866041,3.042916,3.364351,1
9.681806,6.152364,4.950948,1
0.302439,8.309031,1.245301,1
2.9632,6.67281,0.481512,0
4.574404,2.373422,5.604826,0
3.236015,2.286351,2.02436,0
4.416616,2.645954,6.341529,0
4.583924,4.827464,4.672036,1
2.392966,0.504224,9.073288,0
0.825567,3.030464,3.710233,0
2.039173,6.108158,8.637491,1
4.493185,9.189228,1.57296,1
9.387915,3.580378,1.227049,0
9.683022,1.885648,6.80665,1
2.172265,3.235748,3.669033,0
5.715042,0.333069,2.270801,0
4.571782,5.535602,2.019716,1
9.670342,2.074179,4.580745,1
9.427527,4.776211,8.373393,1
6.036953,6.779669,4.493236,1
1.887361,2.710376,3.377325,0
3.305222,9.117037,9.520685,1
4.549682,4.427404,7.194878,1
8.844654,6.57482,6.432766,0
3.746108,7.48728,0.5451,1
7.442496,4.232327,3.758082,0
3.136226,4.731041,3.622156,0
2.649781,8.039039,9.051558,1
8.587288,6.244302,1.452892,1
9.99448,7.297715,8.076256,1
2.547055,6.422965,8.287469,1
6.701884,1.225382,9.59658,1
3.876403,0.059132,9.081138,1
5.459377,0.502311,6.409912,0
1.653153,9.281689,2.154933,1
8.231564,8.105644,0.564135,1
7.002172,6.35193,0.543679,1
1.288553,8.96506,7.574856,1
7.018792,0.825668,5.269221,0
2.376693,3.826781,1.571519,0
7.115445,6.247059,4.479386,1
8.142715,5.397195,3.862875,1
1.151348,4.882174,8.34083,0
7.130197,3.991241,4.634264,1
6.551736,1.19839,6.524767,1
2.46362,0.48909,1.558136,0
9.663507,7.947249,7.242588,1
4.09463,8.557038,9.156374,1
5.671451,5.305833,8.271081,1
7.300863,5.055266,8.502721,1
0.363637,3.440126,3.293669,1
6.708738,4.519739,3.191258,1
2.400966,8.472319,0.36824,0
3.235941,5.004194,9.483802,1
3.830617,3.749672,0.266547,0
7.873871,4.072985,5.929387,1
0.727536,8.388807,9.549284,1
5.095799,6.848231,8.197568,1
6.3174,8.91776,5.798829,1
9.825051,6.718673,1.871433,1
0.118951,0.576066,6.968234,0
0.201701,8.876569,5.707287,1
3.970877,2.024392,2.009293,0
6.193304,2.464498,3.787233,1
0.246991,5.722811,4.493656,0
8.280161,7.579954,6.047839,1
1.35132,1.067777,6.960939,0
1.282344,8.097453,5.378552,1
5.118355,5.335841,7.009405,1
5.041356,9.989808,6.304049,0
4.913375,9.698101,6.769675,0
9.128101,7.162092,5.726084,1
6.682458,6.559887,7.244942,1
4.538856,6.43981,1.879681,1
