@relation 'RTG_non drift generators.RandomTreeGenerator -r 0 -i 0'

@attribute nominal1 {value1,value2,value3,value4,value5}
@attribute nominal2 {value1,value2,value3,value4,value5}
@attribute nominal3 {value1,value2,value3,value4,value5}
@attribute nominal4 {value1,value2,value3,value4,value5}
@attribute nominal5 {value1,value2,value3,value4,value5}
@attribute numeric1 numeric
@attribute numeric2 numeric
@attribute numeric3 numeric
@attribute numeric4 numeric
@attribute numeric5 numeric
@attribute class {class1,class2}

@data
value1,value3,value3,value4,value3,0.956187407994518,0.5476365140306731,0.6689377734624735,0.7869119100166109,0.29789445580387597,class2
value5,value1,value3,value1,value2,0.1216193434713968,0.5053563416219522,0.9013300778200583,0.16718374502158095,0.34936439387004814,class1
value4,value2,value4,value1,value5,0.086308694853239,0.8357623429061805,0.2213116315822422,0.755328316889829,0.48739611470324695,class2
value5,value5,value3,value3,value1,0.23464858267117816,0.5384276448622121,0.3549442572568958,0.31006505007010876,0.8374548634922726,class1
value4,value2,value4,value3,value3,0.45576880686443244,0.04557330685854366,0.36760247341384256,0.3574861791474724,0.778377838824029,class1
value5,value3,value2,value1,value5,0.7868327923842013,0.2713078349126373,0.7217042409140645,0.4194957642222633,0.29080347938106976,class1
value2,value2,value5,value2,value5,0.6435818424461544,0.5879442369575769,0.6987665123445923,0.8140968570268247,0.562844121757705,class2
value3,value4,value5,value5,value1,0.8544932182594116,0.820111624656587,0.04970748393769653,0.26134283329587416,0.8400210640907794,class2
value4,value5,value1,value2,value3,0.578852851579438,0.7271990624541759,0.016039845787746088,0.757087450789518,0.7670577520704458,class2
value1,value5,value4,value1,value2,0.25217005454740304,0.001434241998354291,0.26868044993466456,0.24127553104428134,0.11854287457826251,class1
value4,value5,value4,value4,value4,0.6190878290132666,0.16527858445891241,0.6594686951090472,0.030339306716574588,0.7287926750690534,class1
value1,value3,value2,value5,value2,0.852202748946391,0.2530062976994255,0.2186156838239134,0.14194951318428428,0.8110842338928475,class2
value2,value2,value4,value5,value2,0.972115658908742,0.4645513201997191,0.4132086656303593,0.6228708061235847,0.24876034820157156,class1
value3,value3,value4,value3,value4,0.875131310586691,0.6525403050590203,0.49728221222611757,0.41722332570913223,0.6680125719900394,class2
value3,value1,value4,value2,value3,0.4565318067120976,0.9194833247298626,0.670674493521544,0.1338466267644025,0.9396666903023188,class2
value3,value5,value2,value1,value3,0.01706812037920602,0.32821932161587153,0.5826136048207484,0.36051169596493193,0.04097495935193285,class2
value2,value5,value2,value4,value4,0.1489238647645047,0.6352775494599465,0.8991458805227409,0.2760854846428815,0.6422805695856387,class2
value3,value5,value2,value1,value2,0.1363028243737623,0.4375102298245003,0.5920872415996888,0.09113051506121439,0.8795457512509869,class2
value4,value3,value5,value3,value1,0.25351280857313174,0.6407150616808746,0.12335192223093394,0.12116259423091746,0.11618754531429765,class1
value5,value2,value2,value1,value2,0.7116304294879077,0.9422272471528415,0.9493603566539038,0.6190922143657234,0.7215218486240764,class2
value2,value2,value4,value4,value2,0.26861406772962126,0.6540865414210427,0.6282029030913756,0.18009653621431532,0.16450955032552383,class2
value4,value3,value4,value3,value2,0.7832456401039893,0.3613654518219458,0.14887480115093898,0.5844688564278678,0.8333189475916117,class1
value4,value2,value3,value3,value2,0.38449242079711166,0.6931185606341608,0.4736992705018034,0.10778275568730522,0.7889466558510355,class1
value2,value2,value2,value4,value1,0.545863667924822,0.5256027052459129,0.5935339099702318,0.262413161775777,0.6039266864334769,class2
value4,value3,value3,value4,value3,0.2210280640771839,0.4800950354758623,0.8215312919094413,0.06657686770582616,0.5874478293950727,class1
value2,value3,value2,value1,value2,0.4232151476644196,0.23435540029303004,0.7433761962027571,0.6887975905792472,0.10195082927860388,class1
value2,value2,value5,value5,value1,0.38247912087301883,0.34616016180301623,0.716946629210119,0.43285139911592885,0.6178618164662599,class2
value2,value2,value1,value3,value3,0.8335376509566942,0.27542022338912,0.2843517962647093,0.5523615212715604,0.3785516886482517,class1
value1,value5,value2,value5,value5,0.0057096493110353475,0.36544340925453644,0.7203817248434147,0.19807507683608772,0.6549981697019674,class1
value1,value5,value4,value5,value4,0.1614493157042972,0.9703889605084604,0.5263743488796891,0.5219078550128161,0.5570418035257833,class2
value3,value1,value3,value2,value5,0.628817867453688,0.9250305616758842,0.6506536855805388,0.49045360369460855,0.7560569501450278,class2
value5,value3,value4,value4,value4,0.8590732998609585,0.4440057406124652,0.31277465074103494,0.6905864522774174,0.0625532792620711,class2
value4,value3,value4,value1,value5,0.3044887718968058,0.4505697349007074,0.10285176647682859,0.19023060185242147,0.6791373637422451,class2
value3,value4,value4,value2,value1,0.4958739611501528,0.5797036133819702,0.05608746102312301,0.5904235472646633,0.9758697995063188,class2
value1,value2,value1,value5,value5,0.7968251551831644,0.6784470118372591,0.47561178816710903,0.4949557231998323,0.4217143866729848,class2
value2,value3,value5,value3,value1,0.6603920000687616,0.3450422213607883,0.616467894027065,0.4607374036582691,0.5744274862385146,class1
value3,value5,value2,value5,value2,0.9663281234310307,0.5071988413192748,0.17998391435598748,0.2711815970066904,0.47320653859211304,class2
value5,value4,value2,value5,value4,0.8609911840660774,0.07906532060159888,0.9438582089436099,0.6547064502599708,0.8827498808932467,class2
value2,value2,value1,value5,value5,0.4862709313984831,0.47149281786935304,0.08994177371087209,0.33183662206005404,0.7716006061598008,class1
value1,value1,value5,value1,value5,0.40179395817713326,0.8813886592079511,0.11470045378886085,0.9462165026848003,0.8976812226233849,class2
value4,value1,value3,value5,value4,0.17166555048236765,0.006617676131999595,0.5980841168615556,0.5875106529235119,0.02727262438690381,class1
value1,value4,value2,value3,value2,0.8316112828854175,0.22822094344622557,0.5564396892099568,0.26822352167038643,0.4256267244522085,class1
value3,value4,value3,value1,value4,0.8189484540107038,0.4970887210101068,0.5062475527112107,0.5705809262779974,0.6385833945081876,class2
value1,value4,value3,value3,value5,0.23738239368144953,0.9704762108749398,0.4301819051766709,0.5330150036644856,0.8368598144873621,class2
value3,value2,value1,value3,value3,0.3093132230268424,0.12023947241849142,0.7101854445705373,0.25059574142502394,0.5823011011500517,class2
value2,value1,value5,value3,value2,0.7784942921791862,0.44938775772929396,0.10578958709458364,0.3702516594727626,0.49109143693367574,class1
value4,value2,value2,value3,value3,0.48473975971865046,0.776553460908998,0.15980834824146983,0.814857502636215,0.6027338601976663,class2
value5,value4,value5,value3,value2,0.10095333938700124,0.09535260613417151,0.30698491960771734,0.5734361051739141,0.3802741624847069,class1
value2,value2,value5,value1,value3,0.9934023441720228,0.41075491292920385,0.4799788984030289,0.8765486697289919,0.8336311922240877,class1
value2,value3,value3,value1,value1,0.5498012107477251,0.8732381447928617,0.9427922372780386,0.18952266551384578,0.06836092218383816,class1
value2,value2,value3,value4,value4,0.4234950609788488,0.8236112282171552,0.2717167100467519,0.70163861045204,0.45861329571534337,class2
value1,value1,value4,value3,value4,0.0879514303003861,0.3042674836980682,0.7341429474689543,0.7678161406921543,0.3715793355987762,class2
value3,value5,value5,value1,value4,0.2538999743283289,0.061145444523811654,0.5074067866337495,0.8259756278873953,0.3792110887028154,class2
value5,value3,value5,value5,value4,0.7308047466651834,0.29047441261736606,0.8416375878022265,0.5931232933367504,0.31236654148727716,class2
value2,value2,value5,value5,value4,0.8883975742490683,0.18515132723001027,0.725413301253601,0.8212621201915745,0.4640263931306252,class1
value3,value2,value3,value5,value2,0.9887711778148335,0.6404175419859323,0.2886059615530461,0.7296538667908803,0.3078389820763713,class2
value2,value4,value1,value2,value3,0.25675260207621864,0.028190575575534282,0.04947200021582132,0.6624051973302599,0.6353708838686914,class2
value2,value2,value2,value2,value4,0.015240108281853071,0.9674127797997226,0.962988756963935,0.2500163080138659,0.16488701320015509,class2
value5,value3,value5,value5,value4,0.4958478991102335,0.7759219456801257,0.24592940086506343,0.572705961826578,0.8986988621055658,class1
value5,value2,value2,value3,value4,0.29446783694217826,0.13676350613094146,0.7387072133926548,0.9061352210867151,0.1102171992567268,class1
value2,value4,value1,value5,value2,0.12549012354310052,0.5564058238413847,0.30754003194076696,0.28309327272911744,0.8555877741480895,class1
value4,value4,value2,value2,value4,0.8700254840130007,0.13611202741098039,0.07222577258599794,0.9166616449187812,0.46691221081590184,class2
value4,value2,value4,value4,value4,0.256723032473291,0.7949027753001404,0.7228948876094291,0.8724167019006958,0.8127059235849936,class1
value1,value3,value5,value3,value5,0.31430473080803867,0.9487320714455946,0.95424127216382,0.2115609102426077,0.1246981380214508,class2
value3,value3,value2,value4,value4,0.6437840708778313,0.9040471464000129,0.09025990177623189,0.042601752196271936,0.6106179986580361,class2
value1,value2,value3,value1,value1,0.7652658541784468,0.3079646551507301,0.3790049058414662,0.3724974326248627,0.5408088082951945,class1
value4,value3,value1,value2,value2,0.7824613118978294,0.2719857240432425,0.7724470811129797,0.7526668517751887,0.3386073658964711,class2
value1,value4,value5,value2,value3,0.3423582176637304,0.8195366664961032,0.590156070726305,0.43568664977890803,0.10834512060475698,class2
value5,value2,value3,value5,value5,0.08850517173900396,0.8182306094667107,0.5878356146538944,0.0945054656410822,0.7982888819575289,class1
value5,value1,value3,value3,value1,0.9072591510407991,0.9321698779206106,0.08053282568193487,0.09896176039856708,0.40241121541070246,class1
value1,value2,value5,value1,value3,0.4419943327450191,0.8403026910757505,0.6179056759608247,0.1902453981194987,0.30957979537106217,class2
value2,value1,value3,value1,value4,0.49485390230276105,0.13758342234850596,0.5205699119133079,0.8618834113204857,0.7300529542392205,class2
value4,value5,value5,value3,value2,0.8676485153950233,0.45153979003154876,0.9292512305893399,0.27312679452431643,0.5467955146622548,class1
value1,value2,value1,value2,value2,0.39681602905675284,0.8593540983101948,0.7171119257166395,0.5051516660954334,0.35529806899119587,class2
value4,value2,value1,value2,value5,0.3341581455806223,0.4794617274113082,0.9096557317910499,0.14381622950135375,0.9467005992175069,class2
value3,value1,value1,value2,value2,0.5526184785759859,0.22113374580766776,0.25556553607200394,0.08010871269478392,0.08636897976759028,class2
value4,value2,value3,value1,value1,0.38134993189517097,0.7847955278858351,0.38157153007184097,0.5755295498452057,0.027038171888962292,class2
value4,value3,value4,value5,value4,0.6411234811006785,0.34239856852324324,0.7778324617130962,0.13835176917644665,0.35602280253340957,class2
value4,value3,value5,value3,value5,0.4538152827337051,0.717341910847923,0.5731757835582741,0.31589652537081025,0.12712163795794496,class1
value2,value1,value5,value2,value5,0.009979230876253742,0.879614145132132,0.4665889162850855,0.8251121665342569,0.8099887838597847,class2
value5,value3,value2,value1,value3,0.8732343374255833,0.753891887441367,0.10386517448973176,0.6811886445975758,0.3897511260469386,class1
value3,value1,value1,value1,value2,0.3865391876698646,0.1622496007156592,0.4793066254219941,0.8951218745795828,0.4631130726513599,class2
value1,value1,value1,value4,value3,0.33432723178354784,0.024088624243451262,0.3395041799236611,0.8323670041499073,0.8432485409624262,class2
value3,value3,value4,value3,value1,0.41297757302439986,0.5906099256317233,0.6532666129156959,0.7886185152173748,0.672572197599557,class2
value4,value5,value1,value1,value5,0.45152721609659463,0.7635752934299301,0.8237606310105557,0.7567383644818546,0.656168031914766,class1
value4,value5,value1,value4,value4,0.9833912921108839,0.8914794372378922,0.24297424152647473,0.2693891083336464,0.9967745560340543,class1
value5,value5,value4,value4,value5,0.006927171827974754,0.9645500626988358,0.490478318975326,0.009861888148842257,0.3301566371767253,class1
value1,value5,value4,value3,value4,0.8106116174814576,0.9929420296546521,0.015403899189987191,0.8323547614273362,0.7805500461899337,class2
value1,value5,value5,value2,value4,0.8146032339995939,0.9954590696856634,0.3701549849569642,0.8768090568179153,0.20287865831809748,class2
value5,value5,value3,value5,value1,0.122737171109921,0.27235798111922427,0.4380478237839506,0.3733956407459299,0.9523460323689292,class1
value5,value4,value4,value1,value2,0.13852824067320013,0.5994873462838909,0.054499168410237275,0.9923064335254919,0.44014704749047917,class1
value5,value2,value2,value4,value1,0.8220868529280965,0.6349689331156115,0.8435638290208826,0.3130016434155175,0.892955347398325,class1
value1,value1,value2,value2,value5,0.06570246475005914,0.31599176677267915,0.8010345649749896,0.8868845017012607,0.45036110906634486,class2
value3,value3,value1,value1,value2,0.8391464065987873,0.39329231122186037,0.36827102586321847,0.06513504749243482,0.29994194839621,class2
value1,value4,value1,value2,value3,0.3000052911967548,0.8182315699959236,0.2769417421335739,0.03715661333565534,0.9422737928541072,class1
value4,value3,value4,value5,value2,0.004209901766304425,0.6984178916005206,0.5390554970476399,0.3761190589901593,0.39873886188724694,class1
value4,value4,value4,value3,value5,0.820044517130983,0.8939795885310227,0.7124926578271112,0.12492089257990269,0.8703084137475825,class2
value3,value1,value2,value1,value1,0.7023307355367847,0.48616643734750675,0.0513777413026304,0.4661708177770961,0.24605219093542452,class2
value3,value1,value4,value3,value5,0.1303323247894863,0.8446841191129077,0.519092984693156,0.04630676912816134,0.8304222244110663,class2
value4,value1,value3,value5,value5,0.18396079999498227,0.5160455077434158,0.5328546827499253,0.9988590442646091,0.6566213323556644,class1
value2,value5,value1,value2,value1,0.24002457690252255,0.1249237033382875,0.9274751909738611,0.5866092034178512,0.5210644284865551,class2
value3,value5,value5,value5,value1,0.8326361929509664,0.1602204343624256,0.9698723175376835,0.3949449135494294,0.3701821857773967,class2
value3,value5,value5,value5,value4,0.6483344021939644,0.3551697709986855,0.7139748726134525,0.9147990450452881,0.5425393253559498,class2
value5,value5,value5,value4,value4,0.4841483979132485,0.25004589996437243,0.44079420116748935,0.2852520907528764,0.7867688765059031,class2
value5,value1,value2,value5,value2,0.7479636260649584,0.7060639176623936,0.03605856712888522,0.39295456523123784,0.976875456266888,class2
value2,value1,value3,value3,value5,0.2892044639974669,0.14287274526508986,0.9192967533625819,0.44570564992126294,0.9303282144247039,class1
value4,value1,value5,value3,value1,0.6202963370938354,0.1730390210424242,0.3267959768717247,0.9329029560539263,0.379224089128556,class1
value2,value4,value2,value4,value2,0.43149584620634085,0.8405299396214949,0.3015204422000698,0.4268227351124053,0.40830631456514077,class1
value2,value2,value2,value4,value2,0.7002671727465932,0.8336948341844377,0.510548181135555,0.6234860892138775,0.8807573079671129,class2
value4,value2,value3,value2,value1,0.9725399185058906,0.7559135406221601,0.21366762866276012,0.2692372063093963,0.06397790624107191,class1
value1,value5,value3,value2,value2,0.012202902862351483,0.7253320527168641,0.17913995726623133,0.7662139072636649,0.8122804402241036,class2
value4,value5,value3,value1,value3,0.7974935064675907,0.8721291410199079,0.4608180489424112,0.8284212272501211,0.022130724671811763,class1
value3,value1,value1,value3,value5,0.9229544167454183,0.4219822569313365,0.33763801211791145,0.08596712051920774,0.9899572697359524,class2
value2,value3,value3,value1,value4,0.04220153576568353,0.542756103712241,0.5547979957248148,0.9502616430307056,0.2145705080692446,class2
value2,value5,value3,value5,value4,0.4807893492124282,0.6473982783622091,0.043290755209931975,0.06840776156816697,0.7900829351664597,class1
value3,value4,value5,value5,value5,0.4182456117657932,0.05374871844770279,0.8419343495905224,0.016991261783383838,0.7612581205799174,class1
value4,value5,value1,value1,value4,0.5393623605504632,0.9359778172133991,0.207424990212578,0.5728958830770255,0.7365124739114426,class1
value4,value1,value5,value4,value5,0.9216616112398629,0.5392810192595828,0.6696773544476238,0.6036822020486525,0.8644850733884698,class2
value1,value2,value1,value2,value4,0.22555024269560753,0.5601170232961475,0.1871300797999358,0.08831407709543504,0.3706541017091006,class1
value4,value1,value5,value5,value4,0.8900548885285586,0.63299309154475,0.961839102981875,0.061439527782581216,0.5720038816281796,class2
value3,value4,value5,value1,value2,0.22128689418710656,0.1535030716417385,0.3582339907224277,0.8221891960822498,0.1544051356596432,class2
value1,value2,value3,value4,value4,0.8017024118523751,0.49196817395854464,0.5642582103211659,0.5380988811527061,0.641559243760723,class2
value1,value1,value1,value3,value1,0.5189602288542778,0.0011708857892664959,0.9385206645911752,0.4250425529004902,0.886021924713568,class2
value1,value2,value2,value1,value3,0.6967328777095922,0.9534794368002156,0.08766037222333689,0.6561245839096258,0.7840160261087474,class2
value2,value4,value3,value4,value1,0.7916567309469151,0.7306213483064489,0.7018633382942742,0.26692312754933734,0.8622972160342074,class1
value3,value3,value3,value5,value5,0.5760950233613715,0.9515891163621585,0.7385530469127933,0.6549763097253596,0.533168533734074,class2
value3,value2,value1,value2,value1,0.8358482992120315,0.3184419676337761,0.2755769337153505,0.4918996645762048,0.5004106016809412,class2
value1,value4,value3,value3,value4,0.431073078605948,0.05017838623491133,0.5799464910273917,0.6894005921542449,0.6952749682661672,class2
value2,value4,value4,value3,value5,0.8486760524567856,0.44998218764440345,0.022763569367576952,0.7864345907920426,0.39167648439972735,class2
value3,value1,value5,value1,value4,0.8731360016859862,0.17219984422365098,0.6219197620339453,0.49458518925561423,0.3456770523534385,class2
value4,value3,value1,value3,value5,0.7434553510417549,0.5036637544249288,0.6671699841915639,0.07351989911802448,0.1546894762865979,class2
value3,value2,value5,value4,value1,0.4994297327816476,0.31449204079894866,0.42839203499499723,0.8221771246908066,0.6937462840713005,class2
value2,value4,value5,value2,value1,0.788727328001934,0.13372844182852084,0.9554485368506312,0.9149115064050486,0.9412195530937609,class2
value5,value2,value2,value3,value3,0.16769738180560267,0.42138747236572505,0.5932229853011516,0.31884620352701776,0.6026480125149509,class1
value3,value1,value1,value3,value1,0.9163918866385375,0.10347733611214638,0.1647358059908034,0.3246452369709171,0.9717075087158981,class2
value4,value5,value1,value4,value1,0.20213238864152272,0.8557828436916779,0.6740846523049532,0.23900278625300464,0.498899554279992,class2
value4,value4,value4,value1,value3,0.7205790976104774,0.3530963471142772,0.3676130705427324,0.227138062241368,0.9679081839991988,class1
value2,value5,value1,value1,value5,0.3639356311976081,0.9409061459189982,0.381988016458474,0.38433170742010025,0.806985966956967,class1
value3,value1,value2,value1,value1,0.6775661012041627,0.5603916937679113,0.6571493804396261,0.5588218612812872,0.7599960080644997,class2
value1,value4,value1,value2,value1,0.7551390801035662,0.8576726880734369,0.23740756623520853,0.5645372144311847,0.006640797439607327,class2
value1,value5,value2,value5,value2,0.4008530484034496,0.7623842368070766,0.4043808691967764,0.1045092765409138,0.41443196885541134,class1
value4,value2,value1,value3,value5,0.08124749507817641,0.9035917822536479,0.1468830714542143,0.6381517032213049,0.7839661833327666,class2
value3,value2,value3,value2,value3,0.006119356937584919,0.3470921240747039,0.3671647441167213,0.5283297725758946,0.1220238675394334,class2
value4,value4,value1,value2,value4,0.5358641770538277,0.45317284593064056,0.2740678561736072,0.8296062730008698,0.6175712940177208,class2
value5,value5,value4,value5,value5,0.5164019321412345,0.4195610557909538,0.14608499022041688,0.534856814615873,0.7630535111197558,class2
value5,value2,value3,value4,value3,0.6173663883682882,0.29374850047768364,0.699407469753108,0.23186963292471896,0.6670499511901588,class1
value1,value3,value4,value2,value5,0.7123055617661169,0.7252114688493936,0.009644368367391465,0.5921757214086247,0.21980884720865101,class2
value5,value2,value5,value4,value3,0.20886204533839292,0.009500320873959689,0.6892937541295049,0.05087963746479718,0.7124863035305384,class1
value3,value2,value3,value1,value2,0.601244729598491,0.17025149503879466,0.8841273665633064,0.5609823288017326,0.11266324017371276,class2
value5,value5,value3,value2,value3,0.023953297600243006,0.4294013117559047,0.8954469356390657,0.7449346198311266,0.8390293687375255,class2
value2,value3,value5,value3,value1,0.46977943938070776,0.7170825560768701,0.5143348697071407,0.11809557088413658,0.6441712700640065,class1
value3,value4,value4,value2,value2,0.009732334489756522,0.16757216746046233,0.7124029419858371,0.29348083218280685,0.4866384733101844,class2
value4,value3,value4,value2,value5,0.23387821621779836,0.7038674571747899,0.8847773853495862,0.05589192143823141,0.6343384886989659,class1
value3,value3,value2,value1,value3,0.3423144783493044,0.5656394432137087,0.22666867284236114,0.824733823728143,0.7593047288506566,class2
value2,value1,value3,value4,value2,0.17748483318133113,0.18101247641208207,0.10198088844478737,0.7502365072346564,0.2900808681716659,class1
value1,value4,value2,value4,value2,0.1673380163518443,0.07831044045379765,0.3154180948636153,0.21282736781004663,0.7758643497539658,class1
value4,value1,value3,value1,value5,0.21689489614628654,0.4248227652394251,0.06913873160645889,0.5552669333717292,0.779356576811039,class2
value3,value3,value3,value5,value4,0.10001241252816773,0.6228309934925911,0.7882333322006215,0.05498623391344948,0.4152609331145638,class2
value3,value4,value2,value5,value2,0.05270594095040071,0.6540134094851084,0.6016797159478725,0.30140653172314125,0.17209242058933016,class2
value3,value2,value3,value2,value2,0.5386689503609219,0.4330760661073414,0.829294316797694,0.8263662535343512,0.8979347265275902,class2
value5,value4,value1,value4,value2,0.41851730487241,0.7995186408267685,0.8406943924268443,0.35425578558592996,0.6221760022321933,class1
value1,value2,value5,value3,value1,0.06254318085914468,0.010252016231754646,0.6190375090640846,0.46192091977547456,0.062440113812910036,class2
value2,value4,value4,value2,value1,0.3371789792971456,0.7193286608249214,0.8160068258334326,0.17424387551366638,0.7803570906800128,class2
value3,value2,value1,value4,value1,0.06529457632274749,0.6231944642508742,0.9331048850440445,0.3126578219113689,0.22054318057128863,class2
value2,value1,value4,value3,value1,0.25041629228856443,0.36943857751572284,0.8134650444872005,0.20768006465632216,0.5211500681041749,class1
value4,value3,value3,value2,value5,0.7267188583203975,0.9374899179882379,0.5550831518541696,0.8469827653988334,0.7545460855196137,class2
value4,value2,value5,value4,value5,0.229656772165183,0.09001020275049587,0.13191147073704723,0.4780075663126486,0.7355838079007753,class2
value5,value1,value5,value2,value4,0.667555642469022,0.5674271818098556,0.5630561855711838,0.7488810760007394,0.9666670711796022,class2
value2,value5,value2,value4,value4,0.1854000270586028,0.48744065099713396,0.0793941790675301,0.03853244579714599,0.5953089190989154,class2
value1,value4,value5,value2,value3,0.5020839571002725,0.6800826707794945,0.2143871277136037,0.5185410478098244,0.8096749904878143,class2
value4,value2,value5,value1,value1,0.8880438688400737,0.8166196743060823,0.38988368147607455,0.6574283954871222,0.05392532414094375,class2
value2,value4,value1,value2,value5,0.9390471782342495,0.9095470559530789,0.4916975537322432,0.01207745618111078,0.2264740888871699,class2
value5,value3,value5,value2,value2,0.7714956264643038,0.9102506323747471,0.9704872574907405,0.6344002123925959,0.2419437318854134,class1
value1,value5,value1,value2,value3,0.18114778025890022,0.383839229067263,0.1612619482675809,0.39046550169581973,0.07233591482186275,class2
value2,value2,value2,value4,value1,0.11611983411586868,0.14109719212652216,0.7585018475913609,0.17957103585398448,0.4802744534047536,class2
value4,value3,value5,value5,value2,0.24052132019861816,0.7634291807056692,0.8797593248968169,0.3274797414837214,0.7947315754235035,class1
value1,value2,value2,value4,value3,0.6867344417109081,0.3341894901601805,0.758738632304475,0.5172475895756802,0.37433631818246105,class2
value1,value3,value2,value3,value3,0.4853457681686264,0.030132487474159975,0.15635208733613026,0.4640837164062722,0.47996805878922777,class2
value3,value5,value2,value5,value1,0.7547641118684479,0.5661018461529765,0.3101280833099589,0.9982000989890786,0.8379461633183451,class2
value2,value2,value5,value4,value1,0.004439368102339025,0.4321878210340251,0.004666356148866235,0.751628229900049,0.0604071699115043,class2
value2,value2,value5,value2,value3,0.08459741677239252,0.5091302019854052,0.0561132563852168,0.9277772750777333,0.23105421489825884,class2
value2,value1,value4,value1,value1,0.8877391285864181,0.7525143257510736,0.27341866325864306,0.5379176860875268,0.7553178538479238,class2
value2,value4,value3,value4,value1,0.22318265214449529,0.897684839059428,0.49704694918376957,0.41884794695722594,0.7181375462873094,class1
value1,value4,value1,value4,value4,0.7187549633484929,0.372162669662661,0.3562905999086923,0.9405721482129852,0.9918025227896119,class2
value4,value5,value5,value3,value2,0.8084657831737836,0.720269748637487,0.6608167347798617,0.13718551046228433,0.4089095027462717,class1
