@relation 'Hplane NR 0.1'

@attribute value0 numeric
@attribute value1 numeric
@attribute value2 numeric
@attribute value3 numeric
@attribute value4 numeric
@attribute value5 numeric
@attribute value6 numeric
@attribute value7 numeric
@attribute value8 numeric
@attribute value9 numeric
@attribute label {0,1}

@data
0.236162,0.055191,0.335891,0.787949,0.81566,0.448746,0.111384,0.509777,0.403899,0.861719,0
0.872341,0.62848,0.257115,0.576117,0.781252,0.855387,0.88348,0.975448,0.802273,0.773028,1
0.17866,0.45789,0.680719,0.350252,0.588607,0.164187,0.690771,0.80963,0.246027,0.06802,0
0.948289,0.272614,0.868956,0.880127,0.617688,0.321429,0.914921,0.996542,0.023048,0.352072,1
0.796632,0.571754,0.942935,0.923719,0.109965,0.764641,0.599759,0.857809,0.187992,0.526717,0
0.698921,0.126067,0.035706,0.10712,0.351768,0.655884,0.585268,0.644954,0.217612,0.837016,0
0.487552,0.864557,0.118016,0.828575,0.345121,0.854915,0.646282,0.178211,0.230533,0.985501,1
0.350815,0.506528,0.050342,0.897445,0.429676,0.315801,0.532631,0.542115,0.28498,0.336084,0
0.959462,0.650232,0.796843,0.52435,0.208202,0.646776,0.220056,0.016126,0.852636,0.377994,1
0.539416,0.532148,0.317194,0.290239,0.841268,0.274441,0.356066,0.357827,0.038011,0.944931,0
0.170935,0.518848,0.846623,0.629519,0.51333,0.276218,0.810479,0.738871,0.827306,0.404504,1
0.668323,0.442506,0.194472,0.663408,0.503683,0.213495,0.629078,0.610635,0.239557,0.801077,0
0.582947,0.425145,0.907269,0.926609,0.307522,0.646561,0.601403,0.633544,0.140347,0.647314,1
0.604491,0.332277,0.475343,0.798926,0.264038,0.00412,0.047401,0.685205,0.982466,0.67769,0
0.753161,0.721895,0.071022,0.479424,0.986596,0.591999,0.274095,0.290488,0.641383,0.388689,1
0.041786,0.502892,0.929035,0.880323,0.987792,0.800253,0.61759,0.154683,0.600241,0.442649,1
0.736518,0.027686,0.236006,0.810794,0.60327,0.551837,0.970105,0.15283,0.053636,0.607583,0
0.16969,0.740231,0.818263,0.370953,0.019324,0.286852,0.707878,0.294983,0.792919,0.269308,0
0.941328,0.465361,0.585192,0.749212,0.494257,0.2621,0.110386,0.641525,0.526904,0.433571,0
0.008513,0.987289,0.141179,0.537936,0.265434,0.269033,0.16353,0.107258,0.19433,0.967605,1
0.34547,0.582052,0.969482,0.348423,0.354254,0.938148,0.67377,0.354147,0.905937,0.713025,1
0.86487,0.612443,0.454192,0.495947,0.127997,0.065177,0.443444,0.968138,0.241721,0.197967,0
0.233827,0.240581,0.810396,0.083508,0.036026,0.080192,0.838345,0.313796,0.732481,0.525631,0
0.740599,0.30695,0.582006,0.16211,0.411641,0.448163,0.21776,0.427098,0.535595,0.045746,0
0.546471,0.515748,0.384713,0.504041,0.993248,0.354074,0.282335,0.942873,0.97904,0.173839,1
0.943041,0.970923,0.008735,0.170159,0.34115,0.29671,0.157686,0.904394,0.952683,0.474944,0
0.589812,0.539805,0.360671,0.220923,0.333705,0.665066,0.28725,0.65382,0.903689,0.778699,1
0.498332,0.777233,0.18307,0.781543,0.203076,0.573296,0.777509,0.858384,0.20769,0.706565,1
0.925997,0.477328,0.860896,0.568762,0.663613,0.706438,0.743586,0.470169,0.808049,0.475194,1
0.540762,0.95483,0.406358,0.390884,0.648575,0.141082,0.163905,0.73822,0.47088,0.798291,0
0.140069,0.53878,0.48206,0.647458,0.689429,0.1995,0.83106,0.929428,0.869318,0.631212,1
0.553123,0.914345,0.274308,0.951101,0.471849,0.452447,0.160389,0.979818,0.886457,0.590154,1
0.127526,0.06819,0.217009,0.096588,0.522217,0.92808,0.393417,0.698691,0.098717,0.256059,0
0.122082,0.426839,0.904095,0.749053,0.13095,0.573613,0.240868,0.970497,0.812679,0.996924,1
0.392708,0.820965,0.523934,0.641068,0.831472,0.375961,0.963092,0.123192,0.021356,0.676058,1
0.644765,0.446233,0.466577,0.131534,0.193013,0.615148,0.419256,0.801539,0.332085,0.576052,0
0.482851,0.471091,0.124821,0.891719,0.743322,0.316671,0.632577,0.278474,0.117803,0.421618,0
0.191028,0.207938,0.615897,0.048079,0.999939,0.771801,0.975038,0.288638,0.967382,0.490261,1
0.343367,0.468864,0.395496,0.173021,0.236218,0.172022,0.616879,0.632806,0.867681,0.623041,0
0.604596,0.66558,0.224786,0.26583,0.08919,0.8295,0.187492,0.171368,0.703187,0.563188,1
0.72434,0.87439,0.998197,0.924066,0.545013,0.036656,0.204986,0.178766,0.023429,0.414053,0
0.40604,0.953474,0.16243,0.233417,0.404029,0.666368,0.870219,0.058061,0.760176,0.091452,0
0.363639,0.47086,0.902677,0.860117,0.593899,0.085102,0.70438,0.062254,0.078078,0.288604,0
0.283993,0.205356,0.997383,0.220256,0.563776,0.000759,0.770179,0.688648,0.581309,0.250822,0
0.703599,0.559716,0.244521,0.383676,0.255664,0.921004,0.779945,0.114151,0.816968,0.484579,1
0.172866,0.136169,0.140805,0.885658,0.290235,0.326368,0.93482,0.102112,0.674566,0.823117,1
0.222005,0.095275,0.349512,0.149451,0.076127,0.010255,0.968481,0.955934,0.629653,0.353655,0
0.983026,0.980939,0.244025,0.628048,0.199333,0.515025,0.40226,0.355641,0.065054,0.663683,0
0.722609,0.33798,0.692774,0.109579,0.568871,0.622465,0.843461,0.325895,0.308184,0.353656,1
0.916467,0.012494,0.445866,0.107449,0.495156,0.057917,0.297608,0.399214,0.76981,0.349775,1
0.331819,0.699504,0.707677,0.462062,0.639597,0.859583,0.348038,0.270211,0.792807,0.522842,1
0.455405,0.641194,0.297276,0.637642,0.814664,0.191538,0.917889,0.281077,0.788783,0.410611,0
0.280078,0.115113,0.105026,0.416032,0.686542,0.307546,0.243289,0.634591,0.957606,0.309446,1
0.620255,0.032918,0.250536,0.239938,0.782616,0.110566,0.922472,0.090243,0.610465,0.689227,0
0.548404,0.762513,0.626115,0.530801,0.021334,0.970332,0.779903,0.781474,0.973513,0.61159,1
0.47315,0.924493,0.859342,0.723775,0.519125,0.083769,0.425334,0.892822,0.254433,0.59772,0
0.061924,0.15968,0.012951,0.694858,0.116198,0.906528,0.468653,0.004831,0.570556,0.05429,0
0.002608,0.051949,0.625182,0.568797,0.785306,0.998132,0.055446,0.953152,0.093543,0.496065,0
0.013984,0.754712,0.172307,0.407623,0.339656,0.11308,0.347376,0.544544,0.366325,0.544042,0
0.239917,0.391913,0.146348,0.464292,0.364268,0.896547,0.19042,0.118661,0.120876,0.31457,0
0.033373,0.778931,0.386904,0.886688,0.924049,0.61043,0.348571,0.777951,0.301137,0.177288,1
0.302655,0.21001,0.350063,0.035643,0.57749,0.617712,0.554327,0.434418,0.453042,0.036512,0
0.621303,0.650671,0.30455,0.962253,0.289247,0.633238,0.29635,0.097544,0.983924,0.688684,1
0.439442,0.972999,0.49771,0.460498,0.02116,0.034416,0.701925,0.204305,0.17996,0.351532,0
0.803343,0.721774,0.389972,0.010726,0.313612,0.005695,0.151419,0.790771,0.126564,0.20411,0
0.043524,0.227636,0.752248,0.14264,0.784934,0.479388,0.430526,0.268993,0.32805,0.038696,0
0.315014,0.416891,0.991956,0.383131,0.020186,0.689321,0.031703,0.875523,0.656418,0.920999,0
0.861022,0.020684,0.33545,0.123606,0.528694,0.582606,0.649789,0.401617,0.440195,0.512348,1
0.671159,0.584695,0.350467,0.931061,0.423287,0.359155,0.501282,0.346441,0.076641,0.683804,1
0.102085,0.476386,0.227714,0.332519,0.903291,0.499315,0.529335,0.43463,0.182102,0.62217,0
0.339265,0.998177,0.681365,0.56748,0.615846,0.300467,0.364126,0.37143,0.764466,0.17567,0
0.744969,0.339158,0.028955,0.150318,0.10793,0.46078,0.288508,0.869996,0.738189,0.578149,0
0.182206,0.652411,0.120142,0.660601,0.247767,0.99314,0.391659,0.212718,0.863329,0.631419,0
0.757071,0.895595,0.136082,0.421599,0.571172,0.441934,0.340221,0.607436,0.187998,0.122664,1
0.569898,0.120379,0.498112,0.054301,0.063827,0.703233,0.072824,0.954554,0.746581,0.5356,1
0.797211,0.176671,0.757113,0.250055,0.535705,0.742076,0.802578,0.279138,0.476429,0.725356,1
0.723263,0.045848,0.797966,0.989052,0.978879,0.041733,0.281356,0.751736,0.824178,0.004335,1
0.226593,0.106598,0.672042,0.359771,0.449219,0.376274,0.061788,0.769591,0.870496,0.642273,0
0.623945,0.422373,0.434902,0.625599,0.162681,0.422854,0.088104,0.018254,0.248955,0.461642,0
0.214986,0.016066,0.296759,0.194413,0.755179,0.654062,0.929232,0.818128,0.737879,0.364242,0
0.89958,0.347251,0.875976,0.530838,0.832527,0.756568,0.5676,0.927027,0.053049,0.382956,1
0.202594,0.855338,0.113172,0.060981,0.659381,0.511886,0.642126,0.195812,0.80294,0.802954,0
0.635907,0.933226,0.588825,0.050036,0.574412,0.175376,0.069743,0.734628,0.346453,0.065238,0
0.698335,0.248006,0.660226,0.963104,0.581246,0.07882,0.238601,0.437099,0.118832,0.858521,1
0.733546,0.331521,0.799201,0.368794,0.440116,0.771205,0.023445,0.265512,0.383647,0.021076,0
0.501771,0.78116,0.054761,0.084304,0.303268,0.749046,0.016817,0.662407,0.753382,0.365735,0
0.532199,0.988304,0.743893,0.951671,0.35246,0.782288,0.886693,0.207242,0.721205,0.195153,1
0.869973,0.370837,0.183945,0.633391,0.266153,0.748321,0.307388,0.05324,0.039318,0.117237,0
0.297332,0.344195,0.680073,0.00048,0.104977,0.658274,0.295856,0.086489,0.266983,0.280333,0
0.684707,0.976718,0.201394,0.015264,0.816214,0.884233,0.913122,0.503857,0.188532,0.924508,1
0.658957,0.206424,0.742892,0.096175,0.615246,0.355635,0.999853,0.157086,0.439736,0.987774,1
0.536156,0.169212,0.484571,0.472398,0.728715,0.63708,0.155724,0.319677,0.094572,0.373321,0
0.287174,0.754346,0.032563,0.941202,0.985878,0.778885,0.632042,0.142505,0.153182,0.753607,0
0.149331,0.555955,0.372246,0.887096,0.032503,0.996588,0.665993,0.630592,0.584166,0.788863,1
0.545513,0.864532,0.8599,0.748767,0.448909,0.115699,0.255555,0.483591,0.904751,0.715711,1
0.962371,0.620252,0.271222,0.261138,0.744267,0.932454,0.026227,0.10724,0.683228,0.630167,1
0.422162,0.783838,0.315349,0.000528,0.509291,0.869324,0.338943,0.679082,0.470927,0.185283,1
0.129771,0.590392,0.269188,0.451977,0.091881,0.366579,0.582484,0.033917,0.719591,0.853996,0
0.971864,0.751447,0.969565,0.282535,0.696503,0.96124,0.340523,0.503664,0.291611,0.669057,1
0.650836,0.847267,0.375901,0.319743,0.839073,0.106033,0.069779,0.605823,0.841156,0.867177,1
0.922073,0.615944,0.32889,0.311223,0.827483,0.31024,0.397544,0.22665,0.773297,0.417669,1
0.372907,0.086878,0.477401,0.544062,0.259925,0.779127,0.625881,0.777555,0.009406,0.80814,0
0.893431,0.562061,0.642096,0.122506,0.595939,0.809254,0.591367,0.388034,0.914749,0.184163,1
0.754623,0.869914,0.255003,0.676527,0.951263,0.006844,0.136125,0.481448,0.999532,0.542869,1
0.813039,0.743935,0.989924,0.769156,0.837882,0.337061,0.322917,0.838083,0.775309,0.822596,1
0.214719,0.862704,0.137807,0.823016,0.463543,0.096407,0.99602,0.319543,0.952945,0.461921,1
0.934787,0.92155,0.288696,0.978852,0.571055,0.352012,0.939438,0.146242,0.342738,0.172144,1
0.18023,0.816009,0.260553,0.787009,0.701313,0.084547,0.443052,0.691426,0.518829,0.662252,0
0.411848,0.995758,0.209587,0.742381,0.427311,0.070571,0.064673,0.112792,0.393977,0.039643,1
0.826122,0.098567,0.816668,0.423625,0.75339,0.078722,0.531619,0.95475,0.262318,0.484085,0
0.354538,0.878393,0.290455,0.340529,0.149345,0.197857,0.185682,0.429054,0.013677,0.828926,1
0.973176,0.590786,0.990119,0.667843,0.871268,0.161472,0.881508,0.774294,0.99593,0.422985,0
0.144341,0.010595,0.888496,0.064291,0.07832,0.6508,0.122516,0.071491,0.173376,0.846478,0
0.579612,0.310321,0.664354,0.211199,0.939795,0.035463,0.52438,0.620364,0.012357,0.000651,0
0.599402,0.957645,0.2982,0.416192,0.500537,0.932392,0.205171,0.748954,0.65068,0.975201,1
0.777873,0.217878,0.230668,0.066495,0.108014,0.986152,0.493153,0.901602,0.840262,0.508513,0
0.314663,0.327665,0.883363,0.260601,0.509544,0.657742,0.358799,0.617107,0.651642,0.87548,0
0.636606,0.442539,0.913736,0.622765,0.546946,0.624313,0.330638,0.589507,0.88568,0.637979,1
0.784255,0.763497,0.959687,0.279779,0.471183,0.881075,0.976531,0.404289,0.98061,0.382243,1
0.963927,0.443124,0.317171,0.689062,0.048227,0.794698,0.791178,0.959862,0.729449,0.538904,1
0.62358,0.842087,0.024216,0.228803,0.4624,0.59498,0.334689,0.023789,0.93002,0.891767,0
0.850812,0.638331,0.826928,0.301233,0.777922,0.029452,0.208531,0.188803,0.955771,0.864809,1
0.868423,0.413657,0.566327,0.420122,0.974809,0.805084,0.901423,0.228299,0.392162,0.801655,1
0.538185,0.044946,0.956902,0.701402,0.789635,0.503505,0.066164,0.974973,0.720093,0.151359,0
0.058558,0.586377,0.307494,0.731481,0.296581,0.427957,0.598561,0.20878,0.421378,0.922873,0
0.102008,0.040217,0.111988,0.666624,0.963575,0.554342,0.758384,0.533114,0.449796,0.285944,0
0.64307,0.387925,0.101298,0.333503,0.912609,0.311313,0.841654,0.178046,0.990776,0.40665,1
0.759163,0.23767,0.722004,0.895102,0.605002,0.977995,0.279607,0.396701,0.861295,0.089125,1
0.277977,0.493048,0.556082,0.856084,0.530283,0.922229,0.793598,0.766814,0.081688,0.625847,0
0.940953,0.207544,0.650587,0.14954,0.611152,0.999536,0.659059,0.965669,0.09688,0.655004,1
0.330844,0.399131,0.985696,0.220423,0.407941,0.905321,0.759006,0.996606,0.510846,0.251548,0
0.653903,0.747978,0.905092,0.558971,0.883921,0.134651,0.173743,0.022884,0.665768,0.503444,1
0.178413,0.601897,0.529892,0.292077,0.530675,0.968147,0.914756,0.173685,0.317068,0.574243,1
0.460205,0.550315,0.702019,0.393844,0.600706,0.8703,0.578392,0.937077,0.329817,0.271314,1
0.042046,0.725549,0.26495,0.347786,0.48541,0.723538,0.132312,0.60092,0.207749,0.806523,0
0.544372,0.547649,0.356167,0.254955,0.787006,0.801867,0.564464,0.604367,0.186094,0.188672,0
0.968223,0.697535,0.456585,0.875055,0.008054,0.840677,0.581166,0.719095,0.774366,0.310257,1
0.17485,0.652581,0.973995,0.346264,0.772373,0.704197,0.993316,0.136853,0.148568,0.494207,0
0.180843,0.768446,0.844181,0.669344,0.592705,0.517547,0.269061,0.202692,0.885348,0.877116,1
0.530913,0.842774,0.286648,0.197453,0.973221,0.200113,0.603475,0.671434,0.343882,0.493259,1
0.633229,0.435353,0.607363,0.323943,0.935055,0.794803,0.955853,0.617675,0.788014,0.935659,1
0.265778,0.737699,0.518528,0.740616,0.375999,0.528424,0.533358,0.912506,0.549113,0.906407,1
0.284321,0.964356,0.692832,0.924001,0.715585,0.258092,0.780412,0.305368,0.815062,0.383088,1
0.385363,0.052453,0.02249,0.657077,0.901558,0.311759,0.937093,0.646874,0.611199,0.29308,0
0.140623,0.958819,0.102812,0.66373,0.751081,0.890546,0.456963,0.114268,0.90204,0.092915,1
0.217279,0.481893,0.061464,0.175529,0.933781,0.475864,0.50557,0.152274,0.29498,0.168172,0
0.574562,0.246356,0.204655,0.576366,0.67304,0.217976,0.389174,0.840777,0.401007,0.768489,1
0.879637,0.007272,0.919534,0.930469,0.672724,0.050369,0.915053,0.442797,0.862619,0.339866,1
0.414648,0.88333,0.943291,0.178571,0.832274,0.064139,0.789565,0.972808,0.505392,0.533096,0
0.878459,0.252338,0.392667,0.320985,0.610803,0.904522,0.661828,0.568447,0.481504,0.47879,1
0.562,0.02849,0.362029,0.658941,0.384291,0.879099,0.664211,0.627713,0.957171,0.823483,1
0.54197,0.105053,0.398791,0.66071,0.646204,0.060186,0.247845,0.107791,0.840069,0.964088,1
0.970441,0.361924,0.021459,0.309203,0.928458,0.284455,0.069715,0.479232,0.71208,0.182544,0
0.549062,0.894177,0.913763,0.986423,0.35871,0.396258,0.520211,0.570963,0.882029,0.377079,0
0.444014,0.808676,0.241273,0.2122,0.090288,0.896771,0.480959,0.724698,0.03647,0.606996,0
0.689791,0.370947,0.517491,0.178461,0.296556,0.777538,0.131945,0.624704,0.011122,0.02363,0
0.908576,0.030321,0.904562,0.109557,0.669753,0.962261,0.007782,0.444194,0.545332,0.042474,1
0.386646,0.852108,0.491444,0.979294,0.852293,0.848317,0.686894,0.959505,0.835048,0.11479,1
0.367234,0.433173,0.169944,0.59845,0.292089,0.410701,0.989168,0.892371,0.021637,0.015442,0
0.254152,0.270067,0.035463,0.629788,0.035096,0.462425,0.887123,0.130935,0.885784,0.948569,0
0.65958,0.711884,0.644153,0.359497,0.015377,0.40402,0.719929,0.841507,0.716892,0.206276,0
0.352127,0.542724,0.823442,0.187423,0.582367,0.527731,0.47667,0.452562,0.342866,0.19519,0
0.171171,0.434775,0.454376,0.348172,0.374006,0.592747,0.603349,0.419181,0.522427,0.503918,0
0.976786,0.24974,0.359755,0.826789,0.26638,0.703078,0.52905,0.913098,0.990532,0.087076,1
0.691536,0.340266,0.062934,0.327712,0.203467,0.046544,0.808744,0.828372,0.657666,0.313711,0
0.950199,0.022187,0.565,0.862703,0.702684,0.618908,0.578809,0.501451,0.813724,0.72447,1
0.294478,0.601396,0.71659,0.353287,0.831872,0.701833,0.230547,0.748219,0.875027,0.048901,0
0.539669,0.678015,0.519123,0.412857,0.442067,0.148,0.555679,0.833646,0.506586,0.453357,0
0.230864,0.106312,0.524236,0.358994,0.020662,0.982273,0.819111,0.362772,0.392754,0.419618,0
0.122262,0.570063,0.256542,0.070862,0.202487,0.064951,0.737136,0.965767,0.245394,0.738595,0
0.627811,0.615157,0.17928,0.479425,0.781971,0.421323,0.310243,0.283422,0.294874,0.771626,1
0.763259,0.475322,0.821827,0.283705,0.658593,0.215086,0.101364,0.992841,0.059179,0.608013,0
0.631836,0.06812,0.360125,0.776011,0.060456,0.130715,0.065719,0.345985,0.66035,0.311568,0
0.05163,0.456458,0.455632,0.027553,0.335079,0.661882,0.132655,0.535576,0.670719,0.577479,0
0.247796,0.647214,0.615113,0.967499,0.024006,0.58748,0.693145,0.169871,0.064481,0.7043,0
0.289535,0.98371,0.644691,0.502928,0.682362,0.348825,0.72417,0.576368,0.714899,0.253518,1
0.209025,0.575316,0.029616,0.124194,0.70577,0.557073,0.535787,0.791872,0.757114,0.02483,0
0.129991,0.919819,0.522457,0.0618,0.668905,0.612111,0.894237,0.428137,0.963113,0.038226,0
0.908,0.732744,0.516101,0.131311,0.646529,0.893051,0.344326,0.814441,0.349091,0.071909,1
0.928133,0.706695,0.869918,0.748772,0.611398,0.174288,0.577062,0.94499,0.995792,0.23881,1
0.32285,0.781248,0.918764,0.1207,0.339283,0.346192,0.095525,0.562214,0.719289,0.667336,0
0.49342,0.972798,0.899165,0.152901,0.630341,0.451331,0.485253,0.938351,0.028175,0.478123,1
0.622769,0.475247,0.458215,0.739972,0.75413,0.940328,0.97109,0.12821,0.615042,0.634578,1
0.788314,0.502845,0.482233,0.725465,0.552079,0.057244,0.882148,0.092796,0.664615,0.87023,1
0.095101,0.16496,0.05855,0.100362,0.349434,0.055091,0.432002,0.545615,0.994736,0.65947,0
0.995555,0.711041,0.917348,0.967053,0.512818,0.22538,0.485771,0.129437,0.42863,0.206097,1
0.620127,0.640583,0.738463,0.368083,0.855707,0.405405,0.080793,0.478659,0.203023,0.152877,0
0.318322,0.695191,0.337532,0.863462,0.231976,0.097045,0.21041,0.936556,0.359855,0.601214,0
0.00172,0.507925,0.112936,0.573017,0.814855,0.77099,0.013094,0.117853,0.961784,0.325473,0
0.17159,0.134309,0.669787,0.587883,0.968063,0.476425,0.92221,0.98256,0.343108,0.520716,0
0.80697,0.859419,0.483158,0.7789,0.25973,0.701449,0.536921,0.794914,0.88974,0.823848,1
0.720853,0.730727,0.862568,0.960688,0.835156,0.223359,0.470632,0.349068,0.468492,0.49684,1
0.526303,0.802347,0.82616,0.242131,0.878713,0.859129,0.176202,0.359455,0.850922,0.141243,1
0.133197,0.332315,0.093873,0.375359,0.352006,0.388683,0.997193,0.022077,0.730908,0.167355,0
0.864186,0.431558,0.388316,0.811483,0.187584,0.644633,0.255364,0.189871,0.500082,0.621184,1
0.874649,0.400651,0.612198,0.420537,0.156688,0.656754,0.055797,0.059769,0.197125,0.065385,0
0.201488,0.476543,0.872421,0.492922,0.189913,0.49507,0.199886,0.862041,0.529037,0.278086,0
0.691767,0.142505,0.48372,0.706637,0.647051,0.902457,0.096558,0.05935,0.747886,0.012689,1
0.336136,0.946238,0.611845,0.116799,0.436012,0.342138,0.3542,0.474774,0.035136,0.250438,0
0.755406,0.920735,0.037124,0.208156,0.472353,0.640896,0.78008,0.20852,0.838335,0.637785,1
0.46752,0.461128,0.239232,0.682451,0.922582,0.42343,0.669389,0.302721,0.526641,0.798484,1
0.652995,0.878794,0.321152,0.528595,0.247541,0.712919,0.84995,0.687452,0.962841,0.508978,1
0.997546,0.537285,0.632297,0.634016,0.225172,0.057285,0.410404,0.530253,0.821398,0.900436,1
0.473706,0.1271,0.263704,0.157449,0.023679,0.721721,0.983693,0.442769,0.101065,0.024791,0
0.448147,0.57416,0.023808,0.281882,0.680318,0.187286,0.524302,0.064613,0.799121,0.607669,1
0.773903,0.456156,0.785122,0.385316,0.696905,0.48014,0.894652,0.367753,0.185992,0.353163,1
0.255068,0.378856,0.894982,0.730248,0.274761,0.741252,0.791713,0.257481,0.809379,0.995506,1
0.915141,0.717478,0.092682,0.447079,0.364955,0.39451,0.077048,0.530274,0.875191,0.554957,0
0.703467,0.545595,0.815343,0.994284,0.548266,0.432326,0.141162,0.524323,0.295744,0.177484,1
0.485213,0.61487,0.053759,0.74666,0.570535,0.864586,0.734875,0.905894,0.714998,0.368098,1
0.988752,0.903703,0.041926,0.117736,0.306613,0.442673,0.611117,0.718299,0.036343,0.699461,0
0.731374,0.46047,0.142227,0.85138,0.81743,0.168155,0.352716,0.852283,0.397366,0.2054,0
0.346335,0.536806,0.769545,0.846176,0.034639,0.144118,0.531348,0.691673,0.106577,0.004834,0
0.115389,0.070944,0.589342,0.35032,0.472124,0.914713,0.643036,0.269032,0.299964,0.448614,1
0.662981,0.957908,0.460651,0.793939,0.711797,0.963363,0.219836,0.647155,0.083063,0.320599,0
0.165862,0.000729,0.120619,0.23509,0.158038,0.808797,0.79799,0.225421,0.865134,0.589701,0
0.292086,0.029704,0.509536,0.108258,0.113413,0.646952,0.960709,0.38491,0.018574,0.598578,0
0.01267,0.298498,0.827167,0.845068,0.464198,0.039313,0.154761,0.670674,0.944385,0.748687,1
0.573901,0.070014,0.765658,0.464024,0.411791,0.077847,0.320698,0.203523,0.997705,0.955758,1
0.151387,0.748947,0.565615,0.969675,0.338791,0.071129,0.999005,0.951206,0.668927,0.318088,0
0.398372,0.486509,0.172549,0.905348,0.870875,0.434179,0.866668,0.252424,0.848229,0.592779,1
0.94974,0.470272,0.954188,0.175171,0.893838,0.137785,0.151723,0.687774,0.908264,0.634953,1
0.072413,0.443592,0.857635,0.952683,0.339289,0.89278,0.490941,0.163231,0.015025,0.488579,1
0.957345,0.101147,0.152954,0.821194,0.313913,0.750443,0.817638,0.033841,0.558262,0.246066,1
0.50018,0.724309,0.187794,0.927009,0.808773,0.952944,0.065097,0.640246,0.149074,0.932277,1
0.360872,0.450286,0.939447,0.93452,0.257048,0.199163,0.388842,0.59291,0.62384,0.214952,1
0.563987,0.525433,0.085162,0.603376,0.051479,0.615782,0.878994,0.612506,0.584157,0.329777,0
0.733771,0.168269,0.399595,0.009308,0.941687,0.584413,0.044969,0.160163,0.882638,0.477463,1
0.871052,0.751286,0.749386,0.632343,0.964024,0.105018,0.716637,0.468432,0.397084,0.274041,0
0.949126,0.926522,0.389123,0.825547,0.521622,0.7501,0.234845,0.719977,0.131475,0.056809,0
0.078973,0.760665,0.192637,0.317893,0.838619,0.116965,0.045765,0.110428,0.835925,0.321997,0
0.858994,0.397365,0.483924,0.725384,0.845974,0.889775,0.56205,0.367686,0.12435,0.581995,0
0.071335,0.10151,0.831255,0.373252,0.076406,0.708944,0.03312,0.068103,0.724159,0.084933,0
0.703671,0.991261,0.665175,0.535639,0.797292,0.289603,0.284304,0.344455,0.598166,0.563088,0
0.504071,0.734837,0.591415,0.786404,0.108954,0.295318,0.803643,0.584363,0.007717,0.904778,0
0.48321,0.059807,0.113061,0.382649,0.159143,0.871808,0.964002,0.702004,0.016957,0.268282,0
0.963098,0.944393,0.97912,0.54255,0.838018,0.490028,0.031587,0.978446,0.747122,0.917621,1
0.373912,0.094741,0.59527,0.867793,0.798986,0.32231,0.838908,0.480466,0.295604,0.02997,1
0.926143,0.49403,0.688064,0.286648,0.607624,0.860082,0.646423,0.38838,0.321857,0.681512,1
0.927621,0.996467,0.196051,0.257906,0.236468,0.126663,0.092893,0.494333,0.788198,0.960091,1
0.474051,0.379462,0.868603,0.023646,0.167564,0.301393,0.927736,0.37727,0.184435,0.020315,0
0.49396,0.107807,0.877356,0.079767,0.636491,0.742882,0.316083,0.079768,0.437397,0.820121,0
0.456496,0.70976,0.678069,0.738263,0.186528,0.767996,0.125801,0.81588,0.937692,0.794882,1
0.17629,0.218534,0.26261,0.274175,0.91649,0.848127,0.366121,0.881796,0.320761,0.142431,1
0.433403,0.037904,0.707776,0.198345,0.703964,0.443309,0.753317,0.472525,0.281536,0.525862,1
