@relation 'Hplane NR 0.1'

@attribute value0 numeric
@attribute value1 numeric
@attribute value2 numeric
@attribute value3 numeric
@attribute value4 numeric
@attribute value5 numeric
@attribute value6 numeric
@attribute value7 numeric
@attribute value8 numeric
@attribute value9 numeric
@attribute label {0,1}

@data
0.73038,0.320594,0.389463,0.138593,0.249406,0.709564,0.507428,0.547733,0.838393,0.108928,0
0.44779,0.544702,0.185462,0.477159,0.114232,0.809528,0.756045,0.916078,0.592988,0.672765,1
0.297978,0.407437,0.751128,0.340467,0.966593,0.291416,0.719656,0.467921,0.25202,0.265485,0
0.235874,0.270083,0.611405,0.102338,0.357557,0.861278,0.069211,0.994149,0.999376,0.207805,1
0.486396,0.468799,0.708323,0.751602,0.950926,0.738681,0.300353,0.491046,0.974545,0.631037,1
0.704423,0.425884,0.794689,0.690527,0.543935,0.692184,0.807888,0.668151,0.72899,0.371021,1
0.522467,0.691738,0.896577,0.640279,0.251053,0.056633,0.018416,0.712844,0.968347,0.203636,0
0.69838,0.034171,0.880689,0.552892,0.234994,0.96706,0.642656,0.581259,0.183719,0.207056,1
0.875256,0.905806,0.229259,0.36964,0.040624,0.061704,0.657739,0.60179,0.376247,0.418843,1
0.832397,0.531504,0.142992,0.673299,0.99477,0.877305,0.746898,0.952854,0.393737,0.210564,1
0.609649,0.85713,0.393414,0.454279,0.976319,0.221855,0.056803,0.842641,0.679307,0.465935,0
0.331508,0.040291,0.891533,0.184073,0.746808,0.178961,0.66337,0.330089,0.884219,0.591566,1
0.673684,0.451988,0.246918,0.735225,0.970045,0.746356,0.328955,0.412718,0.991473,0.137508,0
0.641413,0.304675,0.936837,0.495466,0.762027,0.189734,0.574317,0.439712,0.14909,0.992895,0
0.019693,0.968424,0.304133,0.502433,0.309605,0.623303,0.855608,0.873776,0.723906,0.161541,1
0.39543,0.226673,0.659149,0.552821,0.327585,0.141661,0.597372,0.047636,0.187031,0.559548,0
0.906236,0.328854,0.98032,0.646312,0.171747,0.75526,0.527523,0.515141,0.161321,0.049339,0
0.124455,0.154391,0.477317,0.644916,0.956436,0.657316,0.833264,0.874605,0.361727,0.343083,1
0.998315,0.008154,0.828431,0.086759,0.290026,0.614002,0.927169,0.641112,0.915796,0.572775,0
0.521605,0.875474,0.16475,0.828347,0.852448,0.464198,0.13429,0.941149,0.085654,0.758001,1
0.418979,0.258818,0.901201,0.769066,0.325612,0.463092,0.641418,0.860158,0.67797,0.849338,1
0.953225,0.176767,0.167037,0.934213,0.35775,0.52068,0.383669,0.128589,0.912147,0.20623,0
0.978635,0.371548,0.025941,0.993636,0.637254,0.751194,0.432593,0.672359,0.673688,0.377717,0
0.597917,0.358973,0.226921,0.277066,0.927304,0.408504,0.179024,0.987185,0.734134,0.570792,0
0.145719,0.95778,0.40645,0.692581,0.390301,0.035079,0.933101,0.911815,0.23528,0.601466,1
0.673032,0.521513,0.919548,0.759367,0.203242,0.355593,0.538277,0.603898,0.66583,0.103193,0
0.746403,0.721125,0.666739,0.412632,0.810396,0.266293,0.514848,0.25028,0.747288,0.913414,0
0.734782,0.541105,0.443954,0.202084,0.603593,0.71831,0.574423,0.808546,0.320242,0.462866,1
0.615637,0.144322,0.198216,0.62936,0.072017,0.422195,0.683327,0.177209,0.882663,0.631998,0
0.354999,0.580079,0.135619,0.602429,0.087764,0.627924,0.939609,0.87912,0.674856,0.128482,1
0.1747,0.936164,0.133733,0.056851,0.822218,0.04361,0.719339,0.563621,0.091356,0.652719,1
0.355564,0.79087,0.878273,0.390869,0.049805,0.583435,0.680763,0.737047,0.743639,0.989923,1
0.56428,0.760517,0.108768,0.606086,0.849283,0.871514,0.718232,0.395249,0.786168,0.845908,1
0.835129,0.773465,0.16623,0.731815,0.66744,0.5014,0.474581,0.781893,0.55372,0.794632,0
0.675391,0.205207,0.221612,0.101656,0.2563,0.335095,0.648242,0.321206,0.316113,0.62022,0
0.839603,0.54402,0.486863,0.031492,0.017063,0.6314,0.380062,0.456398,0.419312,0.463426,0
0.15774,0.528237,0.997996,0.962266,0.990821,0.247454,0.892798,0.195192,0.390357,0.379883,1
0.164012,0.775333,0.660797,0.633904,0.557454,0.031914,0.192639,0.477517,0.629665,0.057058,1
0.464434,0.492477,0.646684,0.605447,0.663361,0.471331,0.800105,0.047958,0.169405,0.906655,1
0.304513,0.377556,0.297473,0.925816,0.278142,0.469132,0.161072,0.451557,0.899963,0.498147,1
0.256852,0.881181,0.397204,0.937908,0.784513,0.647048,0.679474,0.20232,0.207672,0.233658,1
0.49298,0.481496,0.401839,0.909141,0.962516,0.502293,0.897137,0.789432,0.853347,0.215861,1
0.785749,0.533716,0.167935,0.313074,0.923594,0.922143,0.895517,0.228096,0.986516,0.941259,0
0.304949,0.310857,0.138577,0.845918,0.888458,0.616241,0.354585,0.408306,0.944031,0.999069,1
0.69097,0.643413,0.583151,0.590171,0.951696,0.103142,0.994284,0.78248,0.607478,0.269204,0
0.427181,0.376626,0.514411,0.522508,0.052228,0.055712,0.45962,0.69068,0.727321,0.39505,0
0.419948,0.477367,0.786324,0.916622,0.196545,0.663874,0.653618,0.912875,0.825958,0.354098,1
0.440885,0.299869,0.985617,0.095622,0.63822,0.241505,0.99372,0.03873,0.204135,0.911016,0
0.707583,0.043679,0.972586,0.034811,0.63705,0.983141,0.171937,0.087512,0.475695,0.020954,0
0.337301,0.333497,0.779892,0.23315,0.62831,0.686224,0.213919,0.57683,0.684268,0.188367,1
0.952833,0.249133,0.447774,0.128529,0.978331,0.546459,0.780202,0.693003,0.739431,0.38389,0
0.087174,0.788396,0.054889,0.909494,0.445906,0.358565,0.069431,0.493146,0.914062,0.961937,1
0.564931,0.03162,0.033099,0.409846,0.546729,0.684661,0.135773,0.044918,0.730504,0.202795,0
0.303178,0.474611,0.008181,0.296769,0.070954,0.23753,0.131676,0.637315,0.050088,0.061827,0
0.273975,0.569356,0.733555,0.149252,0.333763,0.266063,0.970426,0.546583,0.993878,0.061347,1
0.889666,0.474025,0.012283,0.763683,0.427619,0.587715,0.521371,0.354748,0.085429,0.992958,0
0.761915,0.714614,0.136231,0.151588,0.534372,0.626575,0.279296,0.979066,0.844761,0.758785,0
0.186986,0.929773,0.468589,0.677212,0.101805,0.276692,0.082904,0.954932,0.444262,0.678213,0
0.794773,0.353006,0.934711,0.048551,0.151376,0.353858,0.678779,0.930785,0.062321,0.195729,0
0.017725,0.746053,0.65372,0.112524,0.692284,0.13962,0.266705,0.106948,0.546484,0.457761,1
0.196966,0.676621,0.930409,0.349572,0.906395,0.355156,0.036957,0.756505,0.597689,0.211353,0
0.833369,0.020074,0.545475,0.794811,0.374481,0.463157,0.923569,0.188197,0.796015,0.404321,0
0.641708,0.452785,0.726494,0.160585,0.912268,0.926399,0.724079,0.180466,0.364227,0.307035,0
0.849333,0.278595,0.228938,0.487157,0.520969,0.824815,0.026947,0.181797,0.158512,0.573004,0
0.830892,0.134227,0.303485,0.596079,0.806654,0.897582,0.147777,0.610078,0.785744,0.886581,0
0.960445,0.20688,0.47725,0.537425,0.973142,0.474503,0.615344,0.118166,0.043826,0.558393,0
0.114556,0.520206,0.983229,0.174768,0.895792,0.61736,0.982635,0.322243,0.398376,0.543885,1
0.208015,0.092983,0.025857,0.392384,0.936114,0.000264,0.002366,0.11689,0.207374,0.051793,0
0.335841,0.288038,0.928142,0.904141,0.540071,0.663306,0.953639,0.057815,0.015179,0.11173,0
0.93995,0.66637,0.023328,0.85875,0.347571,0.312656,0.118622,0.494871,0.60131,0.118017,0
0.568589,0.232782,0.498993,0.215127,0.440166,0.355803,0.280141,0.492645,0.451569,0.695381,0
0.120129,0.7281,0.699197,0.469594,0.933804,0.90081,0.386218,0.703103,0.000837,0.604742,1
0.052868,0.844608,0.75099,0.768011,0.570958,0.128816,0.893379,0.8324,0.599071,0.50268,1
0.227261,0.422831,0.558958,0.765031,0.181109,0.265982,0.565648,0.50721,0.237178,0.537136,1
0.448375,0.514669,0.947481,0.790828,0.104506,0.375766,0.471013,0.370379,0.16176,0.203613,0
0.450304,0.523264,0.13869,0.020356,0.004528,0.598161,0.862723,0.141256,0.302781,0.558181,0
0.085741,0.816915,0.782298,0.162131,0.072258,0.95111,0.495078,0.261321,0.033194,0.102794,1
0.662476,0.918586,0.657924,0.057624,0.926631,0.296327,0.732983,0.567446,0.663164,0.398549,0
0.879964,0.33215,0.064554,0.191775,0.657935,0.861116,0.738224,0.173811,0.087923,0.593483,0
0.570216,0.082922,0.937944,0.130081,0.404407,0.321584,0.133291,0.346221,0.333788,0.236392,0
0.931768,0.208678,0.774537,0.395235,0.366347,0.794704,0.394931,0.66984,0.244049,0.060932,0
0.551079,0.770801,0.032607,0.551228,0.865871,0.742508,0.217337,0.674587,0.743086,0.973529,1
0.225955,0.515219,0.055518,0.239582,0.365638,0.94536,0.549568,0.535602,0.111714,0.61145,1
0.27396,0.772304,0.987967,0.326127,0.843585,0.360551,0.939517,0.455807,0.579078,0.763414,1
0.016849,0.695006,0.122401,0.979092,0.867784,0.077894,0.156203,0.748366,0.426284,0.202994,1
0.285569,0.305455,0.463982,0.056759,0.268533,0.054386,0.961503,0.362129,0.32952,0.475496,0
0.579037,0.104659,0.699018,0.501674,0.212134,0.817316,0.957065,0.819171,0.035139,0.179838,0
0.558961,0.21437,0.606989,0.341608,0.449423,0.657462,0.257574,0.991622,0.718639,0.848486,1
0.35872,0.62146,0.77517,0.557052,0.366854,0.645002,0.282641,0.359515,0.625099,0.763304,1
0.085613,0.540957,0.384208,0.618714,0.628885,0.60006,0.972341,0.590897,0.662323,0.216941,1
0.865939,0.385246,0.670559,0.2724,0.456509,0.521127,0.060946,0.480228,0.508221,0.775606,0
0.215919,0.706139,0.392586,0.135798,0.641892,0.254873,0.320154,0.762383,0.264506,0.975377,1
0.24832,0.544713,0.49596,0.033336,0.755057,0.447869,0.84553,0.431736,0.503719,0.501168,1
0.12098,0.376992,0.244449,0.978991,0.727359,0.21294,0.674744,0.097952,0.495092,0.82937,1
0.153814,0.896275,0.667757,0.129519,0.258011,0.695736,0.311324,0.866832,0.33225,0.200872,1
0.720394,0.841543,0.58935,0.704831,0.764042,0.362283,0.856435,0.638343,0.324662,0.376997,1
0.905334,0.666887,0.225775,0.214187,0.836964,0.114374,0.522611,0.666383,0.869678,0.782616,0
0.10537,0.321368,0.992633,0.136168,0.950967,0.089967,0.417559,0.822562,0.48079,0.740444,1
0.790562,0.838978,0.960149,0.41857,0.344738,0.159086,0.769269,0.280965,0.945565,0.767811,1
0.982316,0.372501,0.886258,0.372127,0.262908,0.187908,0.63967,0.509654,0.66446,0.759332,0
0.042831,0.205219,0.078993,0.927727,0.366013,0.533504,0.702332,0.090802,0.3419,0.103244,0
0.286245,0.636433,0.541667,0.049474,0.566313,0.425783,0.112565,0.499688,0.284579,0.76095,1
0.111724,0.87667,0.779266,0.004895,0.672033,0.512626,0.671168,0.253113,0.264857,0.435566,1
0.612435,0.023291,0.857411,0.50565,0.971384,0.185727,0.792231,0.681941,0.491769,0.068852,0
0.852106,0.368934,0.998724,0.938632,0.225678,0.581563,0.182396,0.635826,0.020341,0.157539,0
0.341191,0.018953,0.279079,0.852581,0.489169,0.013368,0.877903,0.223873,0.698313,0.691033,0
0.848715,0.969757,0.327056,0.38853,0.375957,0.10028,0.35968,0.290135,0.077493,0.34604,1
0.515163,0.018486,0.637413,0.907269,0.639459,0.701413,0.749844,0.378759,0.222429,0.660595,1
0.198915,0.862756,0.894983,0.27141,0.014721,0.935529,0.103073,0.062983,0.59026,0.412386,1
0.870045,0.039532,0.564593,0.48081,0.161095,0.187179,0.264523,0.360236,0.114341,0.569039,0
0.862376,0.647965,0.226896,0.298025,0.763333,0.903227,0.381835,0.999233,0.457848,0.865333,1
0.55875,0.023865,0.262128,0.255973,0.578216,0.476221,0.745497,0.992225,0.693861,0.114632,0
0.584351,0.925102,0.157197,0.353947,0.620462,0.697256,0.240946,0.672799,0.044828,0.253744,1
0.147909,0.490246,0.002387,0.947734,0.91162,0.391924,0.169199,0.216812,0.842843,0.550691,1
0.985138,0.712206,0.632518,0.084283,0.582565,0.659666,0.877125,0.542213,0.608832,0.676464,1
0.533633,0.924432,0.524992,0.868708,0.870914,0.258147,0.788369,0.938223,0.676694,0.120911,1
0.368123,0.859063,0.42859,0.789676,0.533701,0.712865,0.957275,0.295766,0.155424,0.978746,1
0.39098,0.437389,0.638959,0.939075,0.248917,0.275226,0.740742,0.230788,0.302915,0.398381,0
0.214411,0.415923,0.404145,0.215675,0.92485,0.46111,0.150235,0.081526,0.550784,0.637148,0
0.550159,0.87501,0.301108,0.936788,0.565448,0.157104,0.518049,0.979204,0.11159,0.369854,1
0.750787,0.893287,0.028641,0.457728,0.201298,0.988972,0.678407,0.403466,0.143293,0.080597,1
0.657428,0.299272,0.313973,0.213295,0.836716,0.2061,0.437125,0.381485,0.318275,0.392404,1
0.185861,0.510332,0.262949,0.443634,0.14657,0.759567,0.955281,0.911837,0.93329,0.135666,1
0.893914,0.717031,0.41283,0.178101,0.069134,0.006929,0.877304,0.332853,0.7798,0.171494,0
0.358641,0.381999,0.158142,0.968138,0.077789,0.251817,0.186957,0.627769,0.315479,0.597403,0
0.441815,0.300916,0.228162,0.033793,0.043935,0.178542,0.219174,0.180888,0.948617,0.843889,0
0.241664,0.380944,0.446258,0.448189,0.560418,0.51082,0.719317,0.668756,0.217026,0.092461,0
0.331294,0.630043,0.072805,0.251117,0.331869,0.11285,0.120372,0.805436,0.344528,0.611568,1
0.936326,0.729836,0.188375,0.502867,0.847757,0.284325,0.547012,0.186337,0.0007,0.492068,1
0.165223,0.566133,0.546431,0.51592,0.318992,0.069891,0.610002,0.948243,0.191334,0.724008,1
0.766154,0.757589,0.455494,0.091989,0.991945,0.637586,0.957063,0.632726,0.645806,0.780635,1
0.104749,0.606984,0.299108,0.150661,0.523718,0.478854,0.345064,0.200432,0.10346,0.830455,1
0.515282,0.715872,0.762357,0.539187,0.589984,0.323818,0.671492,0.375379,0.157029,0.619154,1
0.865351,0.245719,0.042441,0.096263,0.775205,0.570962,0.80613,0.423038,0.809038,0.640497,0
0.106871,0.971966,0.162075,0.587589,0.86336,0.103978,0.028273,0.135333,0.933179,0.412781,1
0.775745,0.447128,0.992253,0.351678,0.718411,0.144975,0.077115,0.841413,0.832798,0.481137,0
0.550809,0.847097,0.8847,0.462824,0.158478,0.170785,0.283931,0.394838,0.895129,0.383503,1
0.061775,0.034926,0.539034,0.049422,0.168773,0.90714,0.103578,0.869401,0.648915,0.140312,0
0.947112,0.462598,0.005795,0.616238,0.268087,0.302784,0.262403,0.284088,0.850186,0.274211,0
0.547715,0.747437,0.369891,0.499281,0.50024,0.199004,0.749995,0.807883,0.726001,0.445779,1
0.38787,0.046473,0.581969,0.264184,0.402041,0.204606,0.921133,0.853206,0.662271,0.568752,0
0.730956,0.275557,0.192374,0.05063,0.407396,0.829551,0.866689,0.167781,0.402646,0.229868,0
0.607895,0.606015,0.774893,0.599327,0.6051,0.744772,0.217811,0.178139,0.894718,0.804865,1
0.349231,0.249239,0.430641,0.634033,0.567719,0.548869,0.502662,0.36787,0.316974,0.436885,0
0.1794,0.973015,0.433903,0.29854,0.842598,0.730538,0.180198,0.691859,0.429169,0.422687,1
0.652634,0.37343,0.601146,0.657441,0.206148,0.609649,0.995071,0.454187,0.452059,0.950199,1
0.390649,0.075675,0.533127,0.209869,0.115794,0.951655,0.396989,0.94183,0.718923,0.847622,1
0.38195,0.629197,0.057081,0.072954,0.947077,0.698976,0.086114,0.665169,0.092586,0.507272,1
0.115839,0.976889,0.335843,0.954104,0.314597,0.795121,0.317694,0.352151,0.301653,0.138788,1
0.772339,0.280757,0.749933,0.440907,0.977343,0.740698,0.070075,0.365226,0.506759,0.675852,0
0.73197,0.809403,0.489786,0.786755,0.019105,0.160371,0.344602,0.877404,0.806618,0.614282,1
0.875363,0.787478,0.246735,0.280749,0.720132,0.723149,0.835655,0.40486,0.142626,0.681922,1
0.778028,0.553356,0.204413,0.280753,0.736656,0.153327,0.66697,0.459213,0.101784,0.624132,0
0.211835,0.319501,0.981215,0.501278,0.33206,0.291059,0.931574,0.074948,0.276137,0.610469,1
0.930058,0.486521,0.873547,0.466714,0.580878,0.786851,0.497414,0.876532,0.141934,0.269442,0
0.76243,0.117181,0.991111,0.113157,0.567103,0.885283,0.372895,0.610558,0.05039,0.701851,0
0.266442,0.915095,0.103894,0.504361,0.467499,0.595514,0.929799,0.338088,0.609741,0.444802,1
0.807556,0.164808,0.456329,0.654701,0.12109,0.907186,0.552314,0.997806,0.649035,0.299993,0
0.367711,0.783692,0.347181,0.637573,0.135963,0.335102,0.017639,0.64849,0.95463,0.315685,1
0.952347,0.482195,0.202536,0.305559,0.512216,0.05222,0.677037,0.392184,0.412166,0.142795,0
0.8287,0.238878,0.99389,0.501331,0.588178,0.538161,0.921145,0.331073,0.981958,0.189771,0
0.583059,0.610443,0.944327,0.559406,0.05025,0.10303,0.554526,0.195788,0.359132,0.181969,0
0.144416,0.872347,0.910948,0.222856,0.857846,0.506818,0.753714,0.958408,0.524638,0.771748,1
0.869103,0.389794,0.247539,0.734703,0.109918,0.157137,0.371002,0.564965,0.991558,0.206301,0
0.267285,0.342918,0.195541,0.896295,0.370525,0.138586,0.672808,0.217235,0.937753,0.088365,0
0.991311,0.02809,0.660605,0.080657,0.976486,0.956075,0.224458,0.316544,0.081218,0.526573,0
0.532643,0.840334,0.108637,0.48544,0.539647,0.024292,0.361619,0.731657,0.983284,0.98144,1
0.221543,0.433019,0.498745,0.878738,0.727744,0.60059,0.950556,0.259223,0.901686,0.153727,1
0.894737,0.145292,0.881381,0.430916,0.228576,0.246515,0.226953,0.410339,0.383158,0.497253,0
0.581469,0.67163,0.265431,0.875884,0.793571,0.651522,0.207309,0.936765,0.3808,0.126095,1
0.679996,0.338442,0.238958,0.562022,0.207272,0.153444,0.959485,0.801595,0.863132,0.459439,0
0.331053,0.668888,0.514211,0.729189,0.35848,0.074379,0.42469,0.825957,0.186188,0.400064,1
0.070975,0.668394,0.722652,0.63832,0.618029,0.087559,0.93998,0.940975,0.385778,0.079709,1
0.54746,0.112057,0.886402,0.351689,0.72543,0.452866,0.349403,0.85944,0.084232,0.76356,1
0.025773,0.56249,0.050648,0.057641,0.473047,0.054522,0.748618,0.160804,0.171036,0.57734,1
0.26005,0.474221,0.127512,0.715903,0.553609,0.924082,0.597877,0.204457,0.294268,0.549036,1
0.934901,0.563098,0.008733,0.947514,0.833225,0.565197,0.558471,0.220506,0.669051,0.918799,1
0.356325,0.799463,0.118171,0.12428,0.096602,0.841037,0.147137,0.56739,0.965286,0.581034,1
0.320503,0.149595,0.473332,0.409337,0.895322,0.017524,0.132833,0.645885,0.135382,0.897638,0
0.935586,0.222711,0.751966,0.649487,0.120874,0.75228,0.409092,0.913593,0.755749,0.337899,0
0.280494,0.899615,0.489835,0.983974,0.058115,0.6455,0.781613,0.993465,0.821018,0.020168,1
0.896248,0.700389,0.706554,0.959881,0.587773,0.451874,0.573777,0.255596,0.282807,0.701521,0
0.310223,0.080817,0.515929,0.711159,0.522588,0.901584,0.619185,0.039913,0.700895,0.274946,0
0.159551,0.105944,0.420612,0.28215,0.414406,0.538443,0.232332,0.255933,0.6338,0.382958,0
0.248086,0.127405,0.211276,0.671825,0.635501,0.17626,0.970053,0.763018,0.146161,0.299067,0
0.750485,0.051271,0.980896,0.921895,0.313773,0.483451,0.405244,0.72263,0.638206,0.797173,1
0.750307,0.801013,0.805028,0.541683,0.352559,0.908281,0.348122,0.033627,0.802221,0.334795,1
0.036481,0.6877,0.58688,0.462859,0.593668,0.504654,0.456941,0.590625,0.324255,0.448182,0
0.648462,0.758116,0.202697,0.472133,0.527757,0.20984,0.25288,0.919564,0.885472,0.137037,1
0.826151,0.885519,0.856151,0.381417,0.095444,0.855839,0.633629,0.702512,0.945688,0.186964,1
0.6702,0.472125,0.889018,0.484675,0.757282,0.315771,0.437624,0.437327,0.47671,0.904681,0
0.862425,0.554696,0.07061,0.501925,0.599464,0.289947,0.606023,0.40366,0.974596,0.481423,1
0.026699,0.13459,0.977365,0.699977,0.72426,0.014394,0.5975,0.211184,0.418049,0.409761,1
0.537628,0.251069,0.291728,0.415984,0.208155,0.23563,0.830991,0.752757,0.476448,0.669859,0
0.74098,0.221295,0.4984,0.339935,0.441511,0.293375,0.439023,0.492817,0.810581,0.375532,1
0.818876,0.287215,0.055857,0.858111,0.737674,0.570236,0.554286,0.758694,0.190194,0.017373,0
0.641809,0.073402,0.976051,0.886407,0.699853,0.335304,0.68873,0.508673,0.987287,0.799608,0
0.564291,0.039623,0.734432,0.421258,0.960738,0.219795,0.953619,0.606503,0.014079,0.819724,0
0.269606,0.005596,0.324181,0.012968,0.186792,0.136185,0.393623,0.283212,0.430743,0.702093,0
0.053692,0.108087,0.020727,0.572263,0.354929,0.045438,0.394384,0.783396,0.99217,0.48445,0
0.19704,0.713166,0.869672,0.922964,0.41071,0.518951,0.38238,0.776643,0.588319,0.531692,1
0.231496,0.435115,0.16372,0.96933,0.330807,0.376278,0.715848,0.455291,0.064919,0.285263,1
0.121359,0.037745,0.496962,0.199181,0.258645,0.609807,0.097605,0.684484,0.933763,0.867488,0
0.540121,0.026295,0.429896,0.558805,0.800134,0.039464,0.228561,0.479997,0.886589,0.084638,0
0.635395,0.367685,0.699328,0.626234,0.116526,0.042212,0.395707,0.051807,0.454582,0.025014,0
0.272255,0.978569,0.63433,0.777276,0.806806,0.314807,0.329115,0.197493,0.836295,0.635959,1
0.666318,0.770824,0.058453,0.862915,0.736126,0.901587,0.873506,0.324502,0.00744,0.621807,1
0.853618,0.229155,0.956053,0.352993,0.590983,0.760873,0.670504,0.048525,0.829326,0.960664,0
0.518934,0.920477,0.288222,0.064471,0.100769,0.058304,0.035206,0.133003,0.306203,0.491795,1
0.943691,0.694991,0.518928,0.296965,0.674054,0.597538,0.722328,0.492983,0.719194,0.091375,0
0.364947,0.065717,0.100909,0.197604,0.276242,0.433768,0.102235,0.813287,0.569692,0.310373,0
0.046628,0.411213,0.660649,0.729902,0.829233,0.349801,0.404912,0.390515,0.239782,0.402852,0
0.264003,0.450963,0.985335,0.721461,0.105049,0.324499,0.575713,0.734729,0.308869,0.206159,1
0.635735,0.175474,0.195749,0.832365,0.451228,0.666652,0.819114,0.969471,0.290751,0.668931,0
0.606705,0.125298,0.491332,0.956671,0.611305,0.424865,0.979285,0.454308,0.591315,0.709492,0
0.720876,0.784724,0.684396,0.65224,0.550627,0.097764,0.528394,0.692665,0.679206,0.567069,0
0.804587,0.544864,0.295947,0.354913,0.653019,0.418454,0.250248,0.473632,0.848652,0.003073,0
0.517538,0.728494,0.516885,0.148952,0.61428,0.370641,0.640784,0.076154,0.246497,0.721197,1
0.945875,0.008915,0.826124,0.403034,0.853329,0.178983,0.958797,0.534806,0.247979,0.233102,0
0.266154,0.681132,0.535957,0.769307,0.957526,0.937471,0.077953,0.256228,0.499404,0.123171,1
0.521623,0.601486,0.191241,0.305192,0.988602,0.372913,0.215699,0.219251,0.487265,0.86138,1
0.826779,0.96746,0.704607,0.410574,0.325163,0.402653,0.885104,0.556678,0.152213,0.829218,1
0.539192,0.395958,0.404962,0.447886,0.95088,0.151522,0.472301,0.589208,0.073617,0.331729,0
0.859922,0.020082,0.469498,0.539018,0.701467,0.336012,0.620065,0.680424,0.553299,0.087518,0
0.59805,0.444678,0.162135,0.389361,0.839992,0.705851,0.775614,0.816739,0.226826,0.019737,0
0.885242,0.479887,0.138268,0.596103,0.660822,0.547426,0.763598,0.980917,0.799667,0.628999,0
0.775767,0.776493,0.043623,0.068225,0.212196,0.568256,0.135248,0.121353,0.070238,0.716365,1
0.993094,0.946335,0.888781,0.448645,0.380281,0.821921,0.736196,0.377859,0.792678,0.830099,1
0.350345,0.505304,0.357073,0.286462,0.813624,0.533753,0.189947,0.797793,0.808498,0.616623,1
0.196528,0.504819,0.954404,0.67962,0.970917,0.076823,0.686967,0.13316,0.197876,0.414131,1
0.24368,0.360323,0.734846,0.710675,0.022427,0.869672,0.460653,0.718079,0.522957,0.467007,1
0.028805,0.678878,0.372468,0.59697,0.745725,0.379519,0.895699,0.307159,0.347388,0.512462,1
0.731897,0.651055,0.307463,0.190722,0.762023,0.816119,0.626746,0.55076,0.692556,0.027785,1
0.284055,0.041112,0.238671,0.156148,0.997244,0.680868,0.401624,0.686671,0.629747,0.55302,0
0.038751,0.835512,0.831433,0.931745,0.888151,0.291891,0.308806,0.270171,0.125517,0.563156,0
0.121321,0.003527,0.181557,0.509191,0.322882,0.056603,0.485152,0.972532,0.055618,0.492455,1
0.708176,0.57093,0.85725,0.234776,0.718856,0.372136,0.928075,0.183065,0.537307,0.885814,0
0.60416,0.216272,0.450574,0.547149,0.389863,0.699086,0.291756,0.619573,0.66017,0.643023,0
0.275416,0.217242,0.180942,0.988835,0.931139,0.179822,0.935717,0.790004,0.039344,0.758128,0
0.964898,0.902488,0.869255,0.78424,0.996266,0.167498,0.579342,0.740827,0.702259,0.120401,1
0.846649,0.200592,0.456356,0.816857,0.888059,0.765894,0.50985,0.43668,0.001814,0.743042,1
0.624397,0.494367,0.310257,0.397271,0.239783,0.087772,0.271865,0.346971,0.762556,0.389322,0
0.590461,0.623739,0.647616,0.900959,0.415054,0.029341,0.628045,0.653731,0.583796,0.538738,1
0.534723,0.943399,0.484223,0.429233,0.87838,0.105582,0.542662,0.552335,0.711838,0.802852,0
0.445978,0.521327,0.104576,0.10284,0.068239,0.401162,0.70207,0.015238,0.05513,0.813705,0
0.304397,0.807104,0.77007,0.781916,0.31052,0.968817,0.364656,0.896193,0.212292,0.92088,1
0.567392,0.035638,0.672685,0.734187,0.859417,0.067311,0.892959,0.746549,0.329055,0.617132,0
