Start time          	End time            	Location	Type		Place
2012-11-12 11:38:27		2012-11-12 11:40:06		Fridge		Magnetic	Kitchen
2012-11-12 11:43:52		2012-11-12 11:43:55		Fridge		Magnetic	Kitchen
2012-11-12 11:47:09		2012-11-12 11:47:23		Door		PIR			Kitchen
2012-11-12 11:47:38		2012-11-12 11:47:48		Door		PIR			Living
2012-11-12 12:01:50		2012-11-12 12:01:52		Door		PIR			Living
2012-11-12 12:02:07		2012-11-12 12:02:09		Door		PIR			Bedroom
2012-11-12 12:22:23		2012-11-12 12:22:30		Door		PIR			Bedroom
2012-11-12 12:23:33		2012-11-12 12:23:48		Door		PIR			Kitchen
2012-11-12 12:37:00		2012-11-12 12:37:03		Door		PIR			Kitchen
2012-11-12 12:39:35		2012-11-12 12:39:42		Door		PIR			Bedroom
2012-11-12 12:41:44		2012-11-12 12:41:46		Door		PIR			Bedroom
2012-11-12 12:41:59		2012-11-12 12:42:39		Toilet		Flush		Bathroom
2012-11-12 12:43:41		2012-11-12 12:43:43		Door		PIR			Bedroom
2012-11-12 12:49:21		2012-11-12 12:49:23		Door		PIR			Bedroom
2012-11-12 12:49:42		2012-11-12 12:49:46		Door		PIR			Living
2012-11-12 12:51:01		2012-11-12 12:51:04		Door		PIR			Living
2012-11-12 12:52:58		2012-11-12 12:55:12		Toilet		Flush		Bathroom
2012-11-12 13:00:02		2012-11-12 13:07:11		Basin		PIR			Bathroom
2012-11-12 13:12:47		2012-11-12 13:18:24		Basin		PIR			Bathroom
2012-11-12 13:19:01		2012-11-12 13:19:52		Door		PIR			Living
2012-11-12 13:32:42		2012-11-12 13:32:46		Door		PIR			Living
2012-11-12 13:33:11		2012-11-12 13:33:15		Door		PIR			Kitchen
2012-11-12 13:44:23		2012-11-12 13:44:27		Door		PIR			Kitchen
2012-11-12 13:47:49		2012-11-12 13:47:51		Door		PIR			Kitchen
2012-11-12 13:52:31		2012-11-12 13:55:39		Fridge		Magnetic	Kitchen
2012-11-12 14:00:02		2012-11-12 14:00:05		Door		PIR			Kitchen
2012-11-12 14:04:47		2012-11-12 14:04:50		Door		PIR			Living
2012-11-12 14:20:16		2012-11-12 14:20:18		Door		PIR			Living
2012-11-12 14:20:28		2012-11-12 14:20:31		Door		PIR			Kitchen
2012-11-12 14:39:01		2012-11-12 14:39:08		Cupboard	Magnetic	Kitchen
2012-11-12 14:39:15		2012-11-12 14:39:21		Cupboard	Magnetic	Kitchen
2012-11-12 14:48:44		2012-11-12 14:48:47		Door		PIR			Kitchen
2012-11-12 14:48:54		2012-11-12 14:48:57		Door		PIR			Living
2012-11-12 14:49:15		2012-11-12 14:49:18		Door		PIR			Living
2012-11-12 14:49:30		2012-11-12 14:49:33		Door		PIR			Kitchen
2012-11-12 14:51:33		2012-11-12 14:51:40		Cupboard	Magnetic	Kitchen
2012-11-12 14:53:12		2012-11-12 14:53:14		Door		PIR			Kitchen
2012-11-12 14:54:45		2012-11-12 14:54:47		Door		PIR			Living
2012-11-12 15:22:47		2012-11-12 15:22:50		Door		PIR			Living
2012-11-12 15:23:00		2012-11-12 15:23:02		Door		PIR			Kitchen
2012-11-12 15:23:38		2012-11-12 15:23:50		Cupboard	Magnetic	Kitchen
2012-11-12 15:31:49		2012-11-12 15:31:53		Door		PIR			Kitchen
2012-11-12 15:38:50		2012-11-12 15:39:48		Toilet		Flush		Bathroom
2012-11-12 15:39:05		2012-11-12 15:40:39		Basin		PIR			Bathroom
2012-11-12 15:42:55		2012-11-12 15:42:58		Door		PIR			Living
2012-11-12 15:43:15		2012-11-12 16:10:35		Seat		Pressure	Living
2012-11-12 16:11:28		2012-11-12 16:11:34		Door		PIR			Living
2012-11-12 16:22:22		2012-11-12 16:22:29		Maindoor	Magnetic	Entrance
2012-11-12 17:08:34		2012-11-12 17:08:37		Maindoor	Magnetic	Entrance
2012-11-12 17:10:11		2012-11-12 17:10:14		Door		PIR			Living
2012-11-12 17:29:17		2012-11-12 17:29:21		Door		PIR			Living
2012-11-12 17:29:30		2012-11-12 17:29:33		Door		PIR			Kitchen
2012-11-12 17:29:50		2012-11-12 17:29:52		Door		PIR			Kitchen
2012-11-12 17:30:08		2012-11-12 17:30:16		Door		PIR			Living
2012-11-12 17:35:38		2012-11-12 17:35:42		Door		PIR			Living
2012-11-12 17:43:33		2012-11-12 17:44:31		Toilet		Flush		Bathroom
2012-11-12 17:43:55		2012-11-12 17:44:07		Basin		PIR			Bathroom
2012-11-12 17:44:37		2012-11-12 17:44:40		Door		PIR			Living
2012-11-12 17:45:22		2012-11-12 18:46:58		Seat		Pressure	Living
2012-11-12 18:47:29		2012-11-12 18:47:32		Door		PIR			Living
2012-11-12 18:47:45		2012-11-12 18:47:49		Door		PIR			Kitchen
2012-11-12 18:52:17		2012-11-12 18:52:33		Fridge		Magnetic	Kitchen
2012-11-12 18:52:42		2012-11-12 18:53:43		Microwave	Electric	Kitchen
2012-11-12 18:56:12		2012-11-12 18:56:15		Door		PIR			Kitchen
2012-11-12 19:00:51		2012-11-12 19:00:56		Door		PIR			Bedroom
2012-11-12 19:02:07		2012-11-12 19:02:10		Door		PIR			Bedroom
2012-11-12 19:02:15		2012-11-12 19:02:19		Door		PIR			Living
2012-11-12 19:03:07		2012-11-12 20:56:46		Seat		Pressure	Living
2012-11-12 20:57:05		2012-11-12 20:57:07		Door		PIR			Living
2012-11-12 20:57:11		2012-11-12 20:57:23		Door		PIR			Bedroom
2012-11-12 20:59:39		2012-11-12 20:59:42		Door		PIR			Bedroom
2012-11-12 21:06:32		2012-11-12 21:06:35		Door		PIR			Living
2012-11-12 21:11:39		2012-11-12 21:11:58		Door		PIR			Living
2012-11-12 21:14:56		2012-11-12 21:15:03		Basin		PIR			Bathroom
2012-11-12 21:15:13		2012-11-12 21:15:17		Door		PIR			Living
2012-11-12 22:34:24		2012-11-12 22:34:27		Door		PIR			Living
2012-11-12 22:34:27		2012-11-12 22:34:30		Door		PIR			Bedroom
2012-11-12 22:34:46		2012-11-12 22:34:48		Door		PIR			Bedroom
2012-11-12 22:35:21		2012-11-12 22:35:25		Door		PIR			Kitchen
2012-11-12 22:36:23		2012-11-12 22:36:58		Cupboard	Magnetic	Kitchen
2012-11-12 22:37:52		2012-11-12 22:37:55		Door		PIR			Kitchen
2012-11-12 22:53:46		2012-11-12 22:53:54		Basin		PIR			Bathroom
2012-11-12 22:54:10		2012-11-12 22:54:14		Door		PIR			Living
2012-11-12 22:55:02		2012-11-12 23:33:45		Seat		Pressure	Living
2012-11-12 23:34:27		2012-11-12 23:34:30		Door		PIR			Living
2012-11-12 23:34:40		2012-11-12 23:34:43		Door		PIR			Bedroom
2012-11-12 23:36:45		2012-11-12 23:36:47		Door		PIR			Bedroom
2012-11-12 23:36:51		2012-11-12 23:37:59		Toilet		Flush		Bathroom
2012-11-12 23:38:15		2012-11-12 23:38:19		Door		PIR			Living
2012-11-12 23:45:05		2012-11-12 23:45:08		Door		PIR			Living
2012-11-12 23:45:08		2012-11-12 23:45:11		Door		PIR			Kitchen
2012-11-12 23:45:53		2012-11-12 23:45:55		Door		PIR			Kitchen
2012-11-12 23:46:23		2012-11-12 23:46:26		Door		PIR			Living
2012-11-12 23:47:02		2012-11-13 01:26:16		Seat		Pressure	Living
2012-11-13 01:27:05		2012-11-13 01:27:41		Door		PIR			Living
2012-11-13 01:29:06		2012-11-13 01:29:39		Basin		PIR			Bathroom
2012-11-13 01:29:52		2012-11-13 01:29:56		Door		PIR			Bedroom
2012-11-13 01:30:32		2012-11-13 08:51:15		Bed			Pressure	Bedroom
2012-11-13 08:52:03		2012-11-13 08:52:06		Door		PIR			Bedroom
2012-11-13 08:53:48		2012-11-13 08:53:50		Door		PIR			Living
2012-11-13 08:56:37		2012-11-13 08:56:40		Door		PIR			Living
2012-11-13 08:56:52		2012-11-13 08:56:57		Door		PIR			Kitchen
2012-11-13 08:57:49		2012-11-13 08:57:53		Fridge		Magnetic	Kitchen
2012-11-13 08:58:45		2012-11-13 09:00:26		Microwave	Electric	Kitchen
2012-11-13 08:59:12		2012-11-13 08:59:15		Fridge		Magnetic	Kitchen
2012-11-13 09:04:54		2012-11-13 09:04:56		Door		PIR			Kitchen
2012-11-13 09:05:26		2012-11-13 09:05:30		Door		PIR			Bedroom
2012-11-13 09:10:10		2012-11-13 09:10:12		Door		PIR			Bedroom
2012-11-13 09:11:46		2012-11-13 09:11:49		Basin		PIR			Bathroom
2012-11-13 09:14:48		2012-11-13 09:15:53		Toilet		Flush		Bathroom
2012-11-13 09:21:24		2012-11-13 09:24:26		Basin		PIR			Bathroom
2012-11-13 09:29:37		2012-11-13 09:30:26		Basin		PIR			Bathroom
2012-11-13 09:34:55		2012-11-13 09:36:50		Basin		PIR			Bathroom
2012-11-13 09:37:24		2012-11-13 09:37:28		Door		PIR			Bedroom
2012-11-13 09:42:51		2012-11-13 09:42:54		Door		PIR			Bedroom
2012-11-13 09:53:15		2012-11-13 09:53:21		Maindoor	Magnetic	Entrance
2012-11-13 10:11:04		2012-11-13 10:11:07		Maindoor	Magnetic	Entrance
2012-11-13 10:11:48		2012-11-13 10:11:51		Door		PIR			Kitchen
2012-11-13 10:11:59		2012-11-13 10:12:02		Fridge		Magnetic	Kitchen
2012-11-13 10:12:10		2012-11-13 10:12:12		Door		PIR			Kitchen
2012-11-13 10:14:04		2012-11-13 10:14:07		Door		PIR			Kitchen
2012-11-13 10:49:34		2012-11-13 10:49:38		Door		PIR			Kitchen
2012-11-13 10:50:05		2012-11-13 10:50:08		Door		PIR			Bedroom
2012-11-13 10:51:52		2012-11-13 10:51:55		Door		PIR			Bedroom
2012-11-13 10:52:45		2012-11-13 10:52:48		Maindoor	Magnetic	Entrance
2012-11-13 13:41:50		2012-11-13 13:41:54		Maindoor	Magnetic	Entrance
2012-11-13 13:42:06		2012-11-13 13:42:10		Door		PIR			Kitchen
2012-11-13 13:42:45		2012-11-13 13:42:48		Door		PIR			Kitchen
2012-11-13 13:43:20		2012-11-13 13:43:21		Door		PIR			Bedroom
2012-11-13 13:45:56		2012-11-13 13:45:58		Door		PIR			Bedroom
2012-11-13 13:47:45		2012-11-13 13:47:48		Door		PIR			Kitchen
2012-11-13 13:48:27		2012-11-13 13:48:32		Fridge		Magnetic	Kitchen
2012-11-13 13:48:39		2012-11-13 13:48:42		Fridge		Magnetic	Kitchen
2012-11-13 13:59:40		2012-11-13 13:59:42		Door		PIR			Kitchen
2012-11-13 14:01:01		2012-11-13 14:01:11		Door		PIR			Kitchen
2012-11-13 14:03:29		2012-11-13 14:03:31		Door		PIR			Kitchen
2012-11-13 14:05:24		2012-11-13 14:06:09		Toilet		Flush		Bathroom
2012-11-13 14:08:24		2012-11-13 14:08:28		Door		PIR			Kitchen
2012-11-13 14:17:25		2012-11-13 14:17:29		Door		PIR			Kitchen
2012-11-13 14:20:53		2012-11-13 14:20:56		Door		PIR			Kitchen
2012-11-13 14:27:34		2012-11-13 14:27:36		Cupboard	Magnetic	Kitchen
2012-11-13 14:28:20		2012-11-13 14:28:24		Fridge		Magnetic	Kitchen
2012-11-13 14:33:42		2012-11-13 14:33:45		Cupboard	Magnetic	Kitchen
2012-11-13 14:39:11		2012-11-13 14:39:14		Door		PIR			Kitchen
2012-11-13 14:40:29		2012-11-13 14:40:32		Door		PIR			Living
2012-11-13 14:41:28		2012-11-13 14:41:30		Door		PIR			Living
2012-11-13 14:41:38		2012-11-13 14:41:41		Door		PIR			Kitchen
2012-11-13 14:42:33		2012-11-13 14:42:36		Door		PIR			Kitchen
2012-11-13 14:43:07		2012-11-13 14:43:09		Door		PIR			Living
2012-11-13 14:44:01		2012-11-13 15:50:30		Seat		Pressure	Living
2012-11-13 15:51:29		2012-11-13 15:51:32		Door		PIR			Living
2012-11-13 15:51:40		2012-11-13 15:51:43		Door		PIR			Kitchen
2012-11-13 16:04:25		2012-11-13 16:04:27		Door		PIR			Kitchen
2012-11-13 16:04:42		2012-11-13 16:04:45		Door		PIR			Living
2012-11-13 16:05:01		2012-11-13 16:05:03		Door		PIR			Living
2012-11-13 16:07:08		2012-11-13 16:08:02		Toilet		Flush		Bathroom
2012-11-13 16:07:27		2012-11-13 16:07:30		Door		PIR			Living
2012-11-13 16:33:20		2012-11-13 16:33:23		Door		PIR			Living
2012-11-13 16:34:21		2012-11-13 16:34:24		Door		PIR			Bedroom
2012-11-13 16:34:46		2012-11-13 16:34:49		Door		PIR			Bedroom
2012-11-13 16:35:03		2012-11-13 16:35:07		Door		PIR			Living
2012-11-13 16:36:12		2012-11-13 17:30:14		Seat		Pressure	Living
2012-11-13 17:31:27		2012-11-13 17:31:30		Door		PIR			Living
2012-11-13 17:33:44		2012-11-13 17:33:47		Door		PIR			Bedroom
2012-11-13 17:34:23		2012-11-13 17:34:27		Door		PIR			Bedroom
2012-11-13 17:34:48		2012-11-13 17:34:51		Door		PIR			Kitchen
2012-11-13 17:36:32		2012-11-13 17:36:34		Door		PIR			Kitchen
2012-11-13 17:37:31		2012-11-13 17:37:35		Door		PIR			Living
2012-11-13 17:38:27		2012-11-13 17:55:10		Seat		Pressure	Living
2012-11-13 17:56:30		2012-11-13 17:56:33		Door		PIR			Living
2012-11-13 17:57:01		2012-11-13 17:57:04		Door		PIR			Living
2012-11-13 17:58:47		2012-11-13 18:21:08		Seat		Pressure	Living
2012-11-13 18:22:35		2012-11-13 18:22:38		Door		PIR			Living
2012-11-13 18:24:40		2012-11-13 18:24:44		Door		PIR			Living
2012-11-13 18:25:27		2012-11-13 18:47:29		Seat		Pressure	Living
2012-11-13 18:48:38		2012-11-13 18:48:40		Door		PIR			Living
2012-11-13 18:51:51		2012-11-13 18:51:53		Door		PIR			Kitchen
2012-11-13 19:13:08		2012-11-13 19:13:19		Door		PIR			Kitchen
2012-11-13 19:13:28		2012-11-13 19:13:31		Door		PIR			Kitchen
2012-11-13 19:43:34		2012-11-13 19:43:38		Door		PIR			Kitchen
2012-11-13 19:44:16		2012-11-13 19:44:41		Door		PIR			Living
2012-11-13 19:45:01		2012-11-13 19:45:03		Door		PIR			Living
2012-11-13 19:46:30		2012-11-13 19:47:27		Toilet		Flush		Bathroom
2012-11-13 19:49:06		2012-11-13 19:49:08		Door		PIR			Bedroom
2012-11-13 19:50:10		2012-11-13 19:50:13		Door		PIR			Bedroom
2012-11-13 19:52:02		2012-11-13 19:52:03		Door		PIR			Living
2012-11-13 19:53:13		2012-11-13 22:57:44		Seat		Pressure	Living
2012-11-13 22:58:24		2012-11-13 22:58:28		Door		PIR			Living
2012-11-13 22:58:30		2012-11-13 22:58:34		Door		PIR			Bedroom
2012-11-13 22:59:42		2012-11-13 22:59:44		Door		PIR			Bedroom
2012-11-13 23:00:04		2012-11-13 23:00:08		Door		PIR			Living
2012-11-13 23:17:07		2012-11-13 23:17:10		Door		PIR			Living
2012-11-13 23:17:20		2012-11-13 23:17:25		Door		PIR			Kitchen
2012-11-13 23:17:56		2012-11-13 23:21:42		Microwave	Electric	Kitchen
2012-11-13 23:22:08		2012-11-13 23:22:10		Door		PIR			Kitchen
2012-11-13 23:22:21		2012-11-13 23:22:29		Door		PIR			Living
2012-11-13 23:34:29		2012-11-13 23:34:34		Door		PIR			Living
2012-11-13 23:34:42		2012-11-13 23:34:53		Door		PIR			Bedroom
2012-11-13 23:37:31		2012-11-13 23:37:33		Door		PIR			Bedroom
2012-11-13 23:39:32		2012-11-13 23:40:03		Basin		PIR			Bathroom
2012-11-13 23:40:52		2012-11-13 23:40:58		Door		PIR			Living
2012-11-13 23:44:10		2012-11-13 23:44:13		Door		PIR			Living
2012-11-13 23:44:27		2012-11-13 23:44:30		Door		PIR			Kitchen
2012-11-13 23:44:50		2012-11-13 23:44:52		Door		PIR			Kitchen
2012-11-13 23:45:05		2012-11-13 23:45:09		Door		PIR			Living
2012-11-13 23:46:01		2012-11-14 00:20:35		Seat		Pressure	Living
2012-11-14 00:21:07		2012-11-14 00:21:10		Door		PIR			Living
2012-11-14 00:27:20		2012-11-14 00:28:29		Basin		PIR			Bathroom
2012-11-14 00:28:44		2012-11-14 00:29:32		Toilet		Flush		Bathroom
2012-11-14 00:28:54		2012-11-14 00:28:59		Door		PIR			Bedroom
2012-11-14 00:29:41		2012-11-14 05:11:15		Bed			Pressure	Bedroom
2012-11-14 05:12:26		2012-11-14 05:12:29		Door		PIR			Bedroom
2012-11-14 05:15:19		2012-11-14 05:15:52		Basin		PIR			Bathroom
2012-11-14 05:15:55		2012-11-14 05:15:59		Door		PIR			Bedroom
2012-11-14 05:16:51		2012-11-14 09:00:14		Bed			Pressure	Bedroom
2012-11-14 09:01:22		2012-11-14 09:01:27		Door		PIR			Bedroom
2012-11-14 09:04:43		2012-11-14 09:05:43		Toilet		Flush		Bathroom
2012-11-14 09:04:54		2012-11-14 09:04:58		Door		PIR			Bedroom
2012-11-14 09:06:08		2012-11-14 09:06:10		Door		PIR			Bedroom
2012-11-14 09:06:26		2012-11-14 09:06:30		Door		PIR			Kitchen
2012-11-14 09:07:17		2012-11-14 09:07:35		Fridge		Magnetic	Kitchen
2012-11-14 09:07:47		2012-11-14 09:09:16		Microwave	Electric	Kitchen
2012-11-14 09:09:26		2012-11-14 09:09:41		Microwave	Electric	Kitchen
2012-11-14 09:17:48		2012-11-14 09:17:51		Door		PIR			Kitchen
2012-11-14 09:20:05		2012-11-14 09:20:09		Door		PIR			Living
2012-11-14 09:21:40		2012-11-14 09:21:43		Door		PIR			Living
2012-11-14 09:22:11		2012-11-14 09:22:16		Door		PIR			Bedroom
2012-11-14 09:22:21		2012-11-14 09:22:26		Door		PIR			Bedroom
2012-11-14 09:22:34		2012-11-14 09:22:37		Door		PIR			Living
2012-11-14 09:23:10		2012-11-14 10:36:48		Seat		Pressure	Living
2012-11-14 10:37:26		2012-11-14 10:37:29		Door		PIR			Living
2012-11-14 10:38:16		2012-11-14 10:38:19		Door		PIR			Kitchen
2012-11-14 10:39:50		2012-11-14 10:39:56		Fridge		Magnetic	Kitchen
2012-11-14 10:46:43		2012-11-14 10:46:57		Door		PIR			Kitchen
2012-11-14 10:54:22		2012-11-14 10:54:24		Door		PIR			Kitchen
2012-11-14 10:59:14		2012-11-14 10:59:16		Cupboard	Magnetic	Kitchen
2012-11-14 11:01:12		2012-11-14 11:01:15		Door		PIR			Kitchen
2012-11-14 11:02:31		2012-11-14 11:02:35		Door		PIR			Bedroom
2012-11-14 11:06:21		2012-11-14 11:06:23		Door		PIR			Bedroom
2012-11-14 11:07:27		2012-11-14 11:07:30		Door		PIR			Living
2012-11-14 11:08:26		2012-11-14 11:15:38		Seat		Pressure	Living
2012-11-14 11:16:45		2012-11-14 11:16:50		Door		PIR			Living
2012-11-14 11:18:49		2012-11-14 11:18:52		Door		PIR			Living
2012-11-14 11:19:36		2012-11-14 11:34:18		Seat		Pressure	Living
2012-11-14 11:35:43		2012-11-14 11:35:46		Door		PIR			Living
2012-11-14 11:36:05		2012-11-14 11:36:28		Door		PIR			Kitchen
2012-11-14 11:45:07		2012-11-14 11:45:10		Door		PIR			Kitchen
2012-11-14 11:47:39		2012-11-14 11:52:17		Basin		PIR			Bathroom
2012-11-14 11:56:03		2012-11-14 11:58:55		Shower		PIR			Bathroom
2012-11-14 12:00:16		2012-11-14 12:02:42		Basin		PIR			Bathroom
2012-11-14 12:07:50		2012-11-14 12:08:53		Basin		PIR			Bathroom
2012-11-14 12:10:42		2012-11-14 12:10:46		Door		PIR			Bedroom
2012-11-14 12:20:30		2012-11-14 12:20:34		Door		PIR			Bedroom
2012-11-14 12:21:31		2012-11-14 12:22:55		Basin		PIR			Bathroom
2012-11-14 12:29:00		2012-11-14 12:29:15		Door		PIR			Living
2012-11-14 12:42:07		2012-11-14 12:42:09		Door		PIR			Living
2012-11-14 12:42:11		2012-11-14 12:42:15		Door		PIR			Bedroom
2012-11-14 12:43:02		2012-11-14 12:43:16		Door		PIR			Bedroom
2012-11-14 12:45:03		2012-11-14 12:45:06		Door		PIR			Living
2012-11-14 12:46:54		2012-11-14 12:51:29		Seat		Pressure	Living
2012-11-14 12:52:09		2012-11-14 12:52:14		Door		PIR			Living
2012-11-14 12:52:19		2012-11-14 12:52:24		Maindoor	Magnetic	Entrance
2012-11-14 12:54:27		2012-11-14 12:54:35		Maindoor	Magnetic	Entrance
2012-11-14 12:54:07		2012-11-14 12:54:10		Door		PIR			Living
2012-11-14 12:54:30		2012-11-14 12:54:33		Door		PIR			Living
2012-11-14 12:54:41		2012-11-14 12:54:45		Door		PIR			Kitchen
2012-11-14 12:55:24		2012-11-14 12:55:27		Door		PIR			Kitchen
2012-11-14 12:55:38		2012-11-14 12:55:42		Door		PIR			Living
2012-11-14 12:55:54		2012-11-14 12:55:57		Door		PIR			Living
2012-11-14 12:57:50		2012-11-14 12:57:57		Maindoor	Magnetic	Entrance
2012-11-14 14:22:31		2012-11-14 14:22:37		Maindoor	Magnetic	Entrance
2012-11-14 14:23:11		2012-11-14 14:24:01		Toilet		Flush		Bathroom
2012-11-14 14:23:22		2012-11-14 14:24:13		Basin		PIR			Bathroom
2012-11-14 14:24:14		2012-11-14 14:24:28		Door		PIR			Living
2012-11-14 14:26:49		2012-11-14 14:26:55		Door		PIR			Living
2012-11-14 14:27:13		2012-11-14 14:27:17		Door		PIR			Bedroom
2012-11-14 14:28:21		2012-11-14 14:28:25		Door		PIR			Bedroom
2012-11-14 14:29:39		2012-11-14 14:29:46		Maindoor	Magnetic	Entrance
2012-11-14 15:49:38		2012-11-14 15:49:44		Maindoor	Magnetic	Entrance
2012-11-14 15:50:07		2012-11-14 15:50:10		Door		PIR			Living
2012-11-14 15:54:53		2012-11-14 15:54:56		Door		PIR			Living
2012-11-14 15:58:45		2012-11-14 15:58:49		Door		PIR			Living
2012-11-14 15:59:11		2012-11-14 19:47:55		Seat		Pressure	Living
2012-11-14 19:48:53		2012-11-14 19:48:59		Door		PIR			Living
2012-11-14 19:53:47		2012-11-14 19:53:51		Door		PIR			Living
2012-11-14 19:54:55		2012-11-14 19:54:58		Door		PIR			Living
2012-11-14 19:55:49		2012-11-14 19:55:53		Door		PIR			Bedroom
2012-11-14 19:56:17		2012-11-14 19:56:19		Door		PIR			Bedroom
2012-11-14 20:00:43		2012-11-14 20:00:46		Door		PIR			Living
2012-11-14 20:02:09		2012-11-14 20:02:12		Door		PIR			Living
2012-11-14 20:02:21		2012-11-14 20:02:24		Door		PIR			Kitchen
2012-11-14 20:10:02		2012-11-14 20:10:06		Door		PIR			Kitchen
2012-11-14 20:11:38		2012-11-14 20:11:41		Door		PIR			Living
2012-11-14 20:12:58		2012-11-14 21:04:49		Seat		Pressure	Living
2012-11-14 21:05:06		2012-11-14 21:05:08		Door		PIR			Living
2012-11-14 21:06:26		2012-11-14 21:06:29		Door		PIR			Living
2012-11-14 21:37:09		2012-11-14 21:37:13		Door		PIR			Living
2012-11-14 21:37:21		2012-11-14 21:37:26		Door		PIR			Kitchen
2012-11-14 21:40:22		2012-11-14 21:42:22		Microwave	Electric	Kitchen
